Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating
Export Import Bank of India (26/02/2026) ,INE514E14SZ6,CRISIL A1+,15000.0,74153.175,0.0184,Axis Mutual Fund,AXISLFA,
Bajaj Financial Securities Limited (12/03/2026) ,INE01C314DR3,CRISIL A1+,14000.0,68975.69,0.0171,Axis Mutual Fund,AXISLFA,
Reliance Retail Ventures Limited (11/02/2026) ,INE929O14EH3,CRISIL A1+,10000.0,49550.35,0.0123,Axis Mutual Fund,AXISLFA,
Mahindra & Mahindra Financial Services Limited (13/02/2026) ,INE774D14TG6,CRISIL A1+,10000.0,49504.35,0.0123,Axis Mutual Fund,AXISLFA,
Kotak Securities Limited (03/03/2026) ,INE028E14TW2,ICRA A1+,10000.0,49347.15,0.0122,Axis Mutual Fund,AXISLFA,
Export Import Bank of India (12/03/2026) ,INE514E14TA7,CRISIL A1+,10000.0,49329.1,0.0122,Axis Mutual Fund,AXISLFA,
Tata Power Company Limited (11/03/2026) ,INE245A14KQ1,CRISIL A1+,10000.0,49322.5,0.0122,Axis Mutual Fund,AXISLFA,
Small Industries Dev Bank of India (13/03/2026) ,INE556F14LW6,CRISIL A1+,10000.0,49311.65,0.0122,Axis Mutual Fund,AXISLFA,
Aditya Birla Capital Limited (13/03/2026) ,INE674K14AZ3,ICRA A1+,10000.0,49268.4,0.0122,Axis Mutual Fund,AXISLFA,
HDFC Securities Limited (12/03/2026) ,INE700G14RH6,CARE A1+,10000.0,49268.35,0.0122,Axis Mutual Fund,AXISLFA,
ICICI Securities Limited (03/02/2026) ,INE763G14C38,CRISIL A1+,9000.0,44629.965,0.0111,Axis Mutual Fund,AXISLFA,
Birla Group Holdings Private Limited (24/02/2026) ,INE09OL14IE6,CRISIL A1+,9000.0,44441.505,0.011,Axis Mutual Fund,AXISLFA,
Motilal Oswal Financial Services Limited (28/01/2026) ,INE338I14LE1,ICRA A1+,8000.0,39701.36,0.0098,Axis Mutual Fund,AXISLFA,
Tata Steel Limited (06/03/2026),INE081A14GK1,ICRA A1+,7000.0,34558.545,0.0086,Axis Mutual Fund,AXISLFA,
Kotak Securities Limited (13/03/2026) ,INE028E14TK7,ICRA A1+,7000.0,34481.335,0.0085,Axis Mutual Fund,AXISLFA,
HDFC Securities Limited (10/02/2026) ,INE700G14QX5,CARE A1+,6000.0,29718.45,0.0074,Axis Mutual Fund,AXISLFA,
ICICI Securities Limited (13/02/2026) ,INE763G14C95,CRISIL A1+,6000.0,29699.04,0.0074,Axis Mutual Fund,AXISLFA,
Hindalco Industries Limited (15/01/2026) ,INE038A14395,CRISIL A1+,5000.0,24887.525,0.0062,Axis Mutual Fund,AXISLFA,
Bajaj Finance Limited (12/02/2026) ,INE296A14D47,CRISIL A1+,5000.0,24758.625,0.0061,Axis Mutual Fund,AXISLFA,
HDFC Securities Limited (17/02/2026) ,INE700G14QY3,CARE A1+,5000.0,24731.375,0.0061,Axis Mutual Fund,AXISLFA,
ICICI Securities Limited (10/03/2026) ,INE763G14A63,CRISIL A1+,5000.0,24642.975,0.0061,Axis Mutual Fund,AXISLFA,
IIFL Finance Limited (05/03/2026) ,INE530B14EZ8,CRISIL A1+,5000.0,24570.125,0.0061,Axis Mutual Fund,AXISLFA,
ICICI Home Finance Company Limited (26/12/2025) ,INE071G14HC4,ICRA A1+,4000.0,19981.78,0.005,Axis Mutual Fund,AXISLFA,
Birla Group Holdings Private Limited (11/03/2026) ,INE09OL14IF3,CRISIL A1+,4000.0,19700.52,0.0049,Axis Mutual Fund,AXISLFA,
Nuvama Wealth Finance Limited (09/03/2026) ,INE918K14CV9,CRISIL A1+,3500.0,17219.0025,0.0043,Axis Mutual Fund,AXISLFA,
Dalmia Cement (Bharat) Limited (11/02/2026) ,INE755K14FQ8,CRISIL A1+,3000.0,14863.485,0.0037,Axis Mutual Fund,AXISLFA,
Piramal Capital & Housing Finance Limited (06/02/2026) ,INE516Y14HT5,CRISIL A1+,3000.0,14857.08,0.0037,Axis Mutual Fund,AXISLFA,
Birla Group Holdings Private Limited (11/02/2026) ,INE09OL14IC0,CRISIL A1+,3000.0,14849.715,0.0037,Axis Mutual Fund,AXISLFA,
IIFL Finance Limited (06/02/2026) ,INE530B14FR2,CRISIL A1+,3000.0,14831.97,0.0037,Axis Mutual Fund,AXISLFA,
Tata Projects Limited (09/03/2026) ,INE725H14DG3,CRISIL A1+,3000.0,14800.74,0.0037,Axis Mutual Fund,AXISLFA,
ICICI Home Finance Company Limited (24/02/2026) ,INE071G14HG5,ICRA A1+,2500.0,12360.8625,0.0031,Axis Mutual Fund,AXISLFA,
Julius Baer Capital India Pvt Ltd (23/12/2025) ,INE824H14RF6,CRISIL A1+,2000.0,9994.87,0.0025,Axis Mutual Fund,AXISLFA,
IIFL Finance Limited (31/12/2025) ,INE530B14FI1,CRISIL A1+,2000.0,9976.57,0.0025,Axis Mutual Fund,AXISLFA,
Bharti Telecom Limited (13/02/2026) ,INE403D14551,CRISIL A1+,2000.0,9897.54,0.0025,Axis Mutual Fund,AXISLFA,
ICICI Securities Limited (02/03/2026) ,INE763G14C61,CRISIL A1+,2000.0,9871.29,0.0024,Axis Mutual Fund,AXISLFA,
Nu Vista Limited (12/03/2026) ,INE973U14284,CRISIL A1+,2000.0,9861.64,0.0024,Axis Mutual Fund,AXISLFA,
Nuvoco Vistas Corporation Limited (12/03/2026) ,INE118D14AC5,CRISIL A1+,2000.0,9858.26,0.0024,Axis Mutual Fund,AXISLFA,
360 One WAM Limited (05/03/2026) ,INE466L14FL1,ICRA A1+,2000.0,9855.81,0.0024,Axis Mutual Fund,AXISLFA,
Birla Group Holdings Private Limited (06/02/2026) ,INE09OL14GM3,CRISIL A1+,1500.0,7431.885,0.0018,Axis Mutual Fund,AXISLFA,
Godrej Industries Limited (12/03/2026) ,INE233A145T4,CRISIL A1+,1500.0,7396.3125,0.0018,Axis Mutual Fund,AXISLFA,
Godrej Industries Limited (13/03/2026) ,INE233A145U2,CRISIL A1+,1500.0,7395.0675,0.0018,Axis Mutual Fund,AXISLFA,
ICICI Securities Limited (20/02/2026) ,INE763G14XZ4,CRISIL A1+,1200.0,5932.434,0.0015,Axis Mutual Fund,AXISLFA,
Piramal Finance Limited (05/02/2026) ,INE140A146I7,CRISIL A1+,1000.0,4953.345,0.0012,Axis Mutual Fund,AXISLFA,
Piramal Finance Limited (16/02/2026) ,INE202B14PB1,CRISIL A1+,1000.0,4942.55,0.0012,Axis Mutual Fund,AXISLFA,
Barclays Investments & Loans (India) Private Limited (27/02/2026) ,INE704I14KM9,CRISIL A1+,600.0,2961.651,0.0007,Axis Mutual Fund,AXISLFA,
ICICI Securities Limited (30/01/2026) ,INE763G14ZL9,CRISIL A1+,400.0,1985.128,0.0005,Axis Mutual Fund,AXISLFA,
Sub Total,,,,1554133.9755,0.385,Axis Mutual Fund,AXISLFA,
Treasury Bill,,,,,,Axis Mutual Fund,AXISLFA,
91 Days Tbill (MD 19/02/2026),IN002025X349,Sovereign,130807200.0,129673.7556,0.0321,Axis Mutual Fund,AXISLFA,
91 Days Tbill (MD 29/01/2026),IN002025X315,Sovereign,95000000.0,94454.7,0.0234,Axis Mutual Fund,AXISLFA,
91 Days Tbill (MD 15/01/2026),IN002025X299,Sovereign,60000000.0,59774.34,0.0148,Axis Mutual Fund,AXISLFA,
91 Days Tbill (MD 26/02/2026),IN002025X356,Sovereign,52500000.0,51991.485,0.0129,Axis Mutual Fund,AXISLFA,
91 Days Tbill (MD 12/03/2026),IN002025X372,Sovereign,40000000.0,39533.72,0.0098,Axis Mutual Fund,AXISLFA,
182 Days Tbill (MD 05/03/2026),IN002025Y230,Sovereign,38834100.0,38419.7013,0.0095,Axis Mutual Fund,AXISLFA,
364 Days Tbill (MD 12/03/2026),IN002024Z487,Sovereign,12500000.0,12354.2875,0.0031,Axis Mutual Fund,AXISLFA,
91 Days Tbill (MD 02/01/2026),IN002025X273,Sovereign,9000000.0,8982.954,0.0022,Axis Mutual Fund,AXISLFA,
182 Days Tbill (MD 29/01/2026),IN002025Y180,Sovereign,4500000.0,4474.17,0.0011,Axis Mutual Fund,AXISLFA,
364 Days Tbill (MD 01/01/2026),IN002024Z388,Sovereign,1000000.0,998.254,0.0002,Axis Mutual Fund,AXISLFA,
Sub Total,,,,440657.3674,0.1092,Axis Mutual Fund,AXISLFA,
Total,,,,3595337.5374,0.8907,Axis Mutual Fund,AXISLFA,
Others,,,,,,Axis Mutual Fund,AXISLFA,
Alternative Investment Fund Units,,,,,,Axis Mutual Fund,AXISLFA,
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,81627.708,9415.6894,0.0023,Axis Mutual Fund,AXISLFA,
Sub Total,,,,9415.6894,0.0023,Axis Mutual Fund,AXISLFA,
Total,,,,9415.6894,0.0023,Axis Mutual Fund,AXISLFA,
Reverse Repo / TREPS,,,,,,Axis Mutual Fund,AXISLFA,
Clearing Corporation of India Ltd,,,,187554.8848,0.0465,Axis Mutual Fund,AXISLFA,
Clearing Corporation of India Ltd,,,,102099.0877,0.0253,Axis Mutual Fund,AXISLFA,
Clearing Corporation of India Ltd,,,,99999.7445,0.0248,Axis Mutual Fund,AXISLFA,
Sub Total,,,,389653.7169,0.0965,Axis Mutual Fund,AXISLFA,
Total,,,,389653.7169,0.0965,Axis Mutual Fund,AXISLFA,
Net Receivables / (Payables),,,,-10506.4406,-0.0025,Axis Mutual Fund,AXISLFA,
GRAND TOTAL,,,,4036395.72,1,Axis Mutual Fund,AXISLFA,
,,,,,,Axis Mutual Fund,AXISLFA,
ZCB - Zero Coupon Bond,,,,,,Axis Mutual Fund,AXISLFA,
,,,,,,Axis Mutual Fund,AXISLFA,
"As per SEBI Circular no. SEBI/HO/IMD/PoD1/CIR/P/2024/106 dated August 05, 2024, valuation of AT-1 Bonds are done on Yield to Call basis w.e.f. August 07, 2024. YTC of AT-1 Bonds are now same as it’s YTM and hence it is not disclosed separately under YTC.",,,,,,Axis Mutual Fund,AXISLFA,
,,,,,,Axis Mutual Fund,AXISLFA,
,,,,,,Axis Mutual Fund,AXISLFA,
,,,,,,Axis Mutual Fund,AXISLFA,
,,,,,,Axis Mutual Fund,AXISLFA,
,Benchmark Name - NIFTY LIQUID INDEX A-I,,,,,Axis Mutual Fund,AXISLFA,
Scheme Risk-O-Meter,Benchmark Risk-O-Meter,,,,,Axis Mutual Fund,AXISLFA,
Debt Instruments,,,,,,Axis Mutual Fund,AXISM10,
(a) Listed / awaiting listing on Stock Exchange,,,,,,Axis Mutual Fund,AXISM10,
6.48% Government of India (06/10/2035),IN0020250091,,9000000.0,8923.968,0.1473,Axis Mutual Fund,AXISM10,Sovereign
6.9% Government of India (15/04/2065),IN0020250018,,9000000.0,8470.989,0.1399,Axis Mutual Fund,AXISM10,Sovereign
7.43% Maharashtra State Development Loans (03/12/2040),IN2220250392,,7500000.0,7526.4525,0.1243,Axis Mutual Fund,AXISM10,Sovereign
6.68% Government of India (07/07/2040),IN0020250042,,5857000.0,5683.4395,0.0938,Axis Mutual Fund,AXISM10,Sovereign
7.34% Government of India (22/04/2064),IN0020240035,,4494700.0,4465.9159,0.0737,Axis Mutual Fund,AXISM10,Sovereign
7.24% Government of India (18/08/2055),IN0020250075,,4500000.0,4462.4115,0.0737,Axis Mutual Fund,AXISM10,Sovereign
7.1% Government of India (08/04/2034),IN0020240019,,3500000.0,3595.0495,0.0594,Axis Mutual Fund,AXISM10,Sovereign
7.09% Government of India (25/11/2074),IN0020240142,,3643000.0,3500.464,0.0578,Axis Mutual Fund,AXISM10,Sovereign
7.09% Government of India (05/08/2054),IN0020240118,,2500000.0,2435.6175,0.0402,Axis Mutual Fund,AXISM10,Sovereign
7.94% Haryana State Development Loans (29/06/2034),IN1620220120,,1500000.0,1557.7485,0.0257,Axis Mutual Fund,AXISM10,Sovereign
7.49% Haryana State Development Loans (27/03/2035),IN1620230426,,1483000.0,1497.4845,0.0247,Axis Mutual Fund,AXISM10,Sovereign
6.79% Government of India (07/10/2034),IN0020240126,,1114800.0,1123.2034,0.0185,Axis Mutual Fund,AXISM10,Sovereign
7.44% Madhya Pradesh State Development Loans (03/12/2038),IN2120250260,,1000000.0,1002.284,0.0165,Axis Mutual Fund,AXISM10,Sovereign
7.54% Government of India (23/05/2036),IN0020220029,,500000.0,526.678,0.0087,Axis Mutual Fund,AXISM10,Sovereign
7.46% Government of India (06/11/2073),IN0020230127,,500000.0,503.7545,0.0083,Axis Mutual Fund,AXISM10,Sovereign
6.76% Maharashtra State Development Loans (23/04/2037),IN2220250012,,424800.0,404.958,0.0067,Axis Mutual Fund,AXISM10,Sovereign
7.39% Chhatisgarh State Development Loans (13/03/2033),IN3520230241,,235700.0,236.7074,0.0039,Axis Mutual Fund,AXISM10,Sovereign
7.18% Government of India (14/08/2033),IN0020230085,,200000.0,206.3034,0.0034,Axis Mutual Fund,AXISM10,Sovereign
7.05% Andhra Pradesh State Development Loans (01/09/2035),IN1020210234,,200000.0,196.0932,0.0032,Axis Mutual Fund,AXISM10,Sovereign
6.33% Government of India (05/05/2035),IN0020250026,,100000.0,98.048,0.0016,Axis Mutual Fund,AXISM10,Sovereign
Sub Total,,,,56417.5703,0.9314,Axis Mutual Fund,AXISM10,
(b) Privately placed / Unlisted,,,,NIL,NIL,Axis Mutual Fund,AXISM10,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISM10,
Total,,,,56417.5703,0.9314,Axis Mutual Fund,AXISM10,
Reverse Repo / TREPS,,,,,,Axis Mutual Fund,AXISM10,
Clearing Corporation of India Ltd,,,,3579.7123,0.0591,Axis Mutual Fund,AXISM10,
Sub Total,,,,3579.7123,0.0591,Axis Mutual Fund,AXISM10,
Total,,,,3579.7123,0.0591,Axis Mutual Fund,AXISM10,
Net Receivables / (Payables),,,,574.0374,0.0095,Axis Mutual Fund,AXISM10,
GRAND TOTAL,,,,60571.32,1,Axis Mutual Fund,AXISM10,
,,,,,,Axis Mutual Fund,AXISM10,
"As per SEBI Circular no. SEBI/HO/IMD/PoD1/CIR/P/2024/106 dated August 05, 2024, valuation of AT-1 Bonds are done on Yield to Call basis w.e.f. August 07, 2024. YTC of AT-1 Bonds are now same as it’s YTM and hence it is not disclosed separately under YTC.",,,,,,Axis Mutual Fund,AXISM10,
,,,,,,Axis Mutual Fund,AXISM10,
,,,,,,Axis Mutual Fund,AXISM10,
,,,,,,Axis Mutual Fund,AXISM10,
,,,,,,Axis Mutual Fund,AXISM10,
,,,,,,Axis Mutual Fund,AXISM10,
,Benchmark Name - CRISIL DYNAMIC GILT INDEX,,,,,Axis Mutual Fund,AXISM10,
Scheme Risk-O-Meter,Benchmark Risk-O-Meter,,,,,Axis Mutual Fund,AXISM10,
Debt Instruments,,,,,,Axis Mutual Fund,AXISMMF,
(a) Listed / awaiting listing on Stock Exchange,,,,,,Axis Mutual Fund,AXISMMF,
7.42% West Bengal State Development Loans (09/11/2026),IN3420160092,Sovereign,10685400.0,10823.9896,0.0048,Axis Mutual Fund,AXISMMF,
6.90% Government of India (04/02/2026),IN0020089069,Sovereign,9500000.0,9512.464,0.0042,Axis Mutual Fund,AXISMMF,
8.08% Maharastra State Development Loans(15/06/2026),IN2220160013,Sovereign,7745000.0,7832.0693,0.0035,Axis Mutual Fund,AXISMMF,
8.07% Rajasthan State Development Loans (15/06/2026),IN2920160032,Sovereign,7500000.0,7583.0775,0.0034,Axis Mutual Fund,AXISMMF,
8.69% Tamilnadu State Development Loans (24/02/2026),IN3120150203,Sovereign,6500000.0,6533.8065,0.0029,Axis Mutual Fund,AXISMMF,
8.83% Uttar Pradesh State Development Loans (24/02/2026),IN3320150383,Sovereign,3500000.0,3518.6375,0.0016,Axis Mutual Fund,AXISMMF,
8.38% Tamil Nadu State Development Loans (27/01/2026),IN3120150187,Sovereign,800000.0,802.1832,0.0004,Axis Mutual Fund,AXISMMF,
8.60% Bihar State Development Loans (09/03/2026),IN1320150056,Sovereign,500000.0,503.22,0.0002,Axis Mutual Fund,AXISMMF,
Sub Total,,,,47109.4476,0.021,Axis Mutual Fund,AXISMMF,
(b) Privately placed / Unlisted,,,,NIL,NIL,Axis Mutual Fund,AXISMMF,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISMMF,
Total,,,,47109.4476,0.021,Axis Mutual Fund,AXISMMF,
Money Market Instruments,,,,,,Axis Mutual Fund,AXISMMF,
Certificate of Deposit,,,,,,Axis Mutual Fund,AXISMMF,
National Bank For Agriculture and Rural Development (25/03/2026) ,INE261F16AA7,CRISIL A1+,17000.0,83661.42,0.0372,Axis Mutual Fund,AXISMMF,
HDFC Bank Limited (19/05/2026) ,INE040A16GW7,CARE A1+,12500.0,60882.4375,0.0271,Axis Mutual Fund,AXISMMF,
Punjab National Bank (25/03/2026) ,INE160A16RP4,CRISIL A1+,11600.0,57092.184,0.0254,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (16/12/2026) ,INE556F16BT8,CARE A1+,11000.0,51567.56,0.0229,Axis Mutual Fund,AXISMMF,
Bank of India (10/03/2026),INE084A16EK5,CRISIL A1+,10000.0,49339.95,0.0219,Axis Mutual Fund,AXISMMF,
HDFC Bank Limited (02/04/2026) ,INE040A16HC7,CARE A1+,10000.0,49104.2,0.0218,Axis Mutual Fund,AXISMMF,
Bank of Baroda (15/05/2026) ,INE028A16KJ1,CARE A1+,10000.0,48743.4,0.0217,Axis Mutual Fund,AXISMMF,
HDFC Bank Limited (04/06/2026) ,INE040A16HT1,CARE A1+,10000.0,48571.85,0.0216,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (13/10/2026) ,INE556F16BL5,CARE A1+,10000.0,47404.05,0.0211,Axis Mutual Fund,AXISMMF,
Canara Bank (15/05/2026),INE476A16E79,CRISIL A1+,9500.0,46305.3275,0.0206,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (27/02/2026),INE556F16BB6,CARE A1+,9000.0,44484.93,0.0198,Axis Mutual Fund,AXISMMF,
IDFC First Bank Limited (09/06/2026) ,INE092T16YR1,CRISIL A1+,8000.0,38802.92,0.0173,Axis Mutual Fund,AXISMMF,
Punjab National Bank (18/03/2026) ,INE160A16RK5,CARE A1+,7500.0,36961.7625,0.0164,Axis Mutual Fund,AXISMMF,
IndusInd Bank Limited (20/01/2026) ,INE095A16X93,CRISIL A1+,7000.0,34810.93,0.0155,Axis Mutual Fund,AXISMMF,
Union Bank of India (15/05/2026) ,INE692A16KC9,IND A1+,7000.0,34121.71,0.0152,Axis Mutual Fund,AXISMMF,
Kotak Mahindra Bank Limited (18/05/2026) ,INE237AD6059,CRISIL A1+,7000.0,34105.47,0.0152,Axis Mutual Fund,AXISMMF,
Union Bank of India (20/05/2026) ,INE692A16KF2,IND A1+,7000.0,34092.38,0.0152,Axis Mutual Fund,AXISMMF,
Canara Bank (12/06/2026) ,INE476A16E20,CRISIL A1+,7000.0,33955.915,0.0151,Axis Mutual Fund,AXISMMF,
IDFC First Bank Limited (27/02/2026) ,INE092T16YX9,CRISIL A1+,6000.0,29653.56,0.0132,Axis Mutual Fund,AXISMMF,
HDFC Bank Limited (24/03/2026) ,INE040A16GS5,CRISIL A1+,6000.0,29533.26,0.0131,Axis Mutual Fund,AXISMMF,
Indian Bank (12/03/2026) ,INE562A16OI3,CRISIL A1+,5500.0,27132.215,0.0121,Axis Mutual Fund,AXISMMF,
Kotak Mahindra Bank Limited (18/02/2026) ,INE237A165Z5,CRISIL A1+,5000.0,24751.6,0.011,Axis Mutual Fund,AXISMMF,
IndusInd Bank Limited (15/05/2026) ,INE095A160C6,CRISIL A1+,5000.0,24348.9,0.0108,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (20/05/2026) ,INE556F16BI1,CRISIL A1+,5000.0,24345.35,0.0108,Axis Mutual Fund,AXISMMF,
Kotak Mahindra Bank Limited (31/08/2026) ,INE237AD6075,CRISIL A1+,5000.0,23901.425,0.0106,Axis Mutual Fund,AXISMMF,
Indian Bank (30/10/2026) ,INE562A16PU5,CRISIL A1+,5000.0,23648.15,0.0105,Axis Mutual Fund,AXISMMF,
Canara Bank (12/03/2026) ,INE476A16B23,CRISIL A1+,4000.0,19731.92,0.0088,Axis Mutual Fund,AXISMMF,
Bank of Baroda (06/04/2026),INE028A16JG9,IND A1+,4000.0,19629.14,0.0087,Axis Mutual Fund,AXISMMF,
HDFC Bank Limited (05/08/2026),INE040A16HF0,CRISIL A1+,4000.0,19200.62,0.0085,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (27/10/2026) ,INE556F16BN1,CARE A1+,4000.0,18915.34,0.0084,Axis Mutual Fund,AXISMMF,
Bank of Baroda (05/06/2026) ,INE028A16KR4,CARE A1+,3800.0,18455.783,0.0082,Axis Mutual Fund,AXISMMF,
Bank of Baroda (24/02/2026) ,INE028A16JJ3,IND A1+,3500.0,17308.4275,0.0077,Axis Mutual Fund,AXISMMF,
IDBI Bank Limited (23/02/2026) ,INE008A16X99,CRISIL A1+,3000.0,14835.54,0.0066,Axis Mutual Fund,AXISMMF,
National Bank For Agriculture and Rural Development (27/02/2026),INE261F16967,CRISIL A1+,3000.0,14827.02,0.0066,Axis Mutual Fund,AXISMMF,
National Bank For Agriculture and Rural Development (10/03/2026) ,INE261F16975,IND A1+,3000.0,14802.105,0.0066,Axis Mutual Fund,AXISMMF,
Indian Bank (30/04/2026) ,INE562A16PQ3,CRISIL A1+,3000.0,14659.845,0.0065,Axis Mutual Fund,AXISMMF,
HDFC Bank Limited (11/09/2026) ,INE040A16HN4,CARE A1+,3000.0,14307.66,0.0064,Axis Mutual Fund,AXISMMF,
HDFC Bank Limited (13/11/2026) ,INE040A16HW5,CARE A1+,3000.0,14151.165,0.0063,Axis Mutual Fund,AXISMMF,
Bank of Baroda (13/03/2026) ,INE028A16IC0,IND A1+,2500.0,12329.8125,0.0055,Axis Mutual Fund,AXISMMF,
Canara Bank (18/03/2026) ,INE476A16B64,CRISIL A1+,2500.0,12320.2625,0.0055,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (06/11/2026) ,INE556F16BQ4,CARE A1+,2400.0,11329.44,0.005,Axis Mutual Fund,AXISMMF,
Union Bank of India (20/02/2026) ,INE692A16IU5,IND A1+,2000.0,9896.76,0.0044,Axis Mutual Fund,AXISMMF,
The Federal Bank Limited (20/02/2026) ,INE171A16MU2,CRISIL A1+,2000.0,9895.12,0.0044,Axis Mutual Fund,AXISMMF,
National Bank For Agriculture and Rural Development (13/03/2026),INE261F16983,CRISIL A1+,2000.0,9863.19,0.0044,Axis Mutual Fund,AXISMMF,
Bank of Baroda (20/05/2026) ,INE028A16JZ9,IND A1+,2000.0,9740.3,0.0043,Axis Mutual Fund,AXISMMF,
Bank of Baroda (25/05/2026) ,INE028A16JR6,IND A1+,2000.0,9731.93,0.0043,Axis Mutual Fund,AXISMMF,
Canara Bank (29/05/2026) ,INE476A16F03,CRISIL A1+,2000.0,9725.03,0.0043,Axis Mutual Fund,AXISMMF,
Union Bank of India (01/06/2026) ,INE692A16KH8,IND A1+,2000.0,9720.24,0.0043,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (04/12/2026) ,INE556F16BS0,CARE A1+,2000.0,9395.41,0.0042,Axis Mutual Fund,AXISMMF,
National Bank For Agriculture and Rural Development (23/01/2026) ,INE261F16918,CRISIL A1+,1500.0,7457.625,0.0033,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (17/03/2026) ,INE556F16BE0,CRISIL A1+,1500.0,7393.1175,0.0033,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (05/05/2026) ,INE556F16BH3,CRISIL A1+,1500.0,7322.655,0.0033,Axis Mutual Fund,AXISMMF,
Bank of Baroda (16/09/2026) ,INE028A16KC6,IND A1+,1500.0,7148.865,0.0032,Axis Mutual Fund,AXISMMF,
Bank of Baroda (06/03/2026) ,INE028A16HW0,CRISIL A1+,1100.0,5431.3545,0.0024,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (06/03/2026) ,INE556F16BC4,CRISIL A1+,1000.0,4937.66,0.0022,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (11/03/2026),INE556F16BD2,CARE A1+,1000.0,4933.61,0.0022,Axis Mutual Fund,AXISMMF,
Bank of Baroda (11/03/2026),INE028A16HZ3,IND A1+,1000.0,4933.545,0.0022,Axis Mutual Fund,AXISMMF,
Kotak Mahindra Bank Limited (13/03/2026) ,INE237A167Z1,CRISIL A1+,1000.0,4932.385,0.0022,Axis Mutual Fund,AXISMMF,
Indian Bank (06/05/2026) ,INE562A16OS2,CRISIL A1+,1000.0,4881.545,0.0022,Axis Mutual Fund,AXISMMF,
Canara Bank (27/01/2026) ,INE476A16E12,CRISIL A1+,500.0,2484.25,0.0011,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (06/02/2026) ,INE556F16BA8,CARE A1+,500.0,2479.7825,0.0011,Axis Mutual Fund,AXISMMF,
Punjab National Bank (08/01/2026) ,INE160A16QT8,CRISIL A1+,100.0,498.419,0.0002,Axis Mutual Fund,AXISMMF,
Sub Total,,,,1420929.7305,0.632,Axis Mutual Fund,AXISMMF,
Commercial Paper,,,,,,Axis Mutual Fund,AXISMMF,
Bajaj Housing Finance Limited (20/01/2026) ,INE377Y14BA5,CRISIL A1+,9500.0,47251.6225,0.021,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (03/06/2026) ,INE556F14LT2,CRISIL A1+,6000.0,29141.73,0.013,Axis Mutual Fund,AXISMMF,
Bharti Telecom Limited (13/02/2026) ,INE403D14551,CRISIL A1+,5000.0,24743.85,0.011,Axis Mutual Fund,AXISMMF,
HDFC Securities Limited (27/02/2026) ,INE700G14RA1,CARE A1+,5000.0,24687.325,0.011,Axis Mutual Fund,AXISMMF,
Kotak Securities Limited (27/02/2026) ,INE028E14SR4,ICRA A1+,5000.0,24686.625,0.011,Axis Mutual Fund,AXISMMF,
Birla Group Holdings Private Limited (05/03/2026) ,INE09OL14HF5,CRISIL A1+,5000.0,24653,0.011,Axis Mutual Fund,AXISMMF,
Piramal Finance Limited (12/03/2026) ,INE140A146N7,CRISIL A1+,5000.0,24602.325,0.0109,Axis Mutual Fund,AXISMMF,
Muthoot Finance Limited (12/06/2026) ,INE414G14UW7,CRISIL A1+,5000.0,24165.1,0.0107,Axis Mutual Fund,AXISMMF,
Motilal Oswal Finvest Limited (12/06/2026) ,INE01WN14BW9,CRISIL A1+,5000.0,24130.925,0.0107,Axis Mutual Fund,AXISMMF,
Tata Teleservices (Maharashtra) Limited (17/11/2026) ,INE517B14AG3,CRISIL A1+,5000.0,23490.45,0.0104,Axis Mutual Fund,AXISMMF,
360 One Prime Limited (20/02/2026) ,INE248U14RY2,CRISIL A1+,4000.0,19757.7,0.0088,Axis Mutual Fund,AXISMMF,
Bajaj Finance Limited (05/03/2026) ,INE296A14D88,CRISIL A1+,4000.0,19736,0.0088,Axis Mutual Fund,AXISMMF,
Tata Capital Limited (19/05/2026) ,INE976I14PY7,CRISIL A1+,4000.0,19454.34,0.0087,Axis Mutual Fund,AXISMMF,
Muthoot Finance Limited (17/06/2026) ,INE414G14UX5,CRISIL A1+,4000.0,19313.56,0.0086,Axis Mutual Fund,AXISMMF,
360 One Prime Limited (13/02/2026) ,INE248U14RZ9,CRISIL A1+,3000.0,14838.12,0.0066,Axis Mutual Fund,AXISMMF,
Aditya Birla Capital Limited (27/02/2026) ,INE674K14AX8,ICRA A1+,3000.0,14814.33,0.0066,Axis Mutual Fund,AXISMMF,
