Name of the Instrument,ISIN,Industry / Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",YTM~,YTC^,AMC Name,Scheme Name,Rating,Industry,ESG Score $,Core ESG Score,Link to BRSR
Tata Steel Limited (06/03/2026) **,INE081A14GK1,,7000.0,34635.335,0.0097,0.060049,,Axis Mutual Fund,AXISLFA,ICRA A1+,,,,
Kotak Securities Limited (13/03/2026) **,INE028E14TK7,,7000.0,34564.32,0.0097,0.0648,,Axis Mutual Fund,AXISLFA,ICRA A1+,,,,
HDFC Securities Limited (10/02/2026) **,INE700G14QX5,,6000.0,29788.47,0.0084,0.0648,,Axis Mutual Fund,AXISLFA,CARE A1+,,,,
ICICI Securities Limited (13/02/2026) **,INE763G14C95,,6000.0,29772.72,0.0084,0.0648,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Hindalco Industries Limited (15/01/2026) **,INE038A14395,,5000.0,24940.025,0.007,0.062709,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Bajaj Finance Limited (12/02/2026) **,INE296A14D47,,5000.0,24818.225,0.007,0.063651,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
HDFC Securities Limited (17/02/2026) **,INE700G14QY3,,5000.0,24793.125,0.007,0.0648,,Axis Mutual Fund,AXISLFA,CARE A1+,,,,
ICICI Securities Limited (10/03/2026) **,INE763G14A63,,5000.0,24701.8,0.0069,0.0648,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
IIFL Finance Limited (05/03/2026) **,INE530B14EZ8,,5000.0,24638.525,0.0069,0.085,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Birla Group Holdings Private Limited (11/03/2026) **,INE09OL14IF3,,4000.0,19751.34,0.0055,0.066599,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Nuvama Wealth Finance Limited (09/03/2026) **,INE918K14CV9,,3500.0,17265.1675,0.0048,0.074101,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Dalmia Cement (Bharat) Limited (11/02/2026) **,INE755K14FQ8,,3000.0,14898.75,0.0042,0.0605,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Piramal Capital & Housing Finance Limited (06/02/2026) **,INE516Y14HT5,,3000.0,14895.765,0.0042,0.070948,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Birla Group Holdings Private Limited (11/02/2026) **,INE09OL14IC0,,3000.0,14888.625,0.0042,0.0666,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
IIFL Finance Limited (06/02/2026) **,INE530B14FR2,,3000.0,14875.29,0.0042,0.085,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Tata Projects Limited (09/03/2026) **,INE725H14DG3,,3000.0,14834.175,0.0042,0.060898,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
ICICI Home Finance Company Limited (24/02/2026) **,INE071G14HG5,,2500.0,12389.475,0.0035,0.060302,,Axis Mutual Fund,AXISLFA,ICRA A1+,,,,
Bharti Telecom Limited (13/02/2026) **,INE403D14551,,2000.0,9922.91,0.0028,0.06595,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
ICICI Securities Limited (02/03/2026) **,INE763G14C61,,2000.0,9894.6,0.0028,0.0648,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Nu Vista Limited (12/03/2026) **,INE973U14284,,2000.0,9884.09,0.0028,0.06115,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
360 One WAM Limited (05/03/2026) **,INE466L14FL1,,2000.0,9881.38,0.0028,0.069549,,Axis Mutual Fund,AXISLFA,ICRA A1+,,,,
Nuvoco Vistas Corporation Limited (12/03/2026) **,INE118D14AC5,,2000.0,9876.22,0.0028,0.065351,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Birla Group Holdings Private Limited (06/02/2026) **,INE09OL14GM3,,1500.0,7451.055,0.0021,0.066601,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Godrej Industries Limited (12/03/2026) **,INE233A145T4,,1500.0,7412.4375,0.0021,0.061599,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Godrej Industries Limited (13/03/2026) **,INE233A145U2,,1500.0,7411.1925,0.0021,0.061602,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
ICICI Securities Limited (20/02/2026) **,INE763G14XZ4,,1200.0,5947.206,0.0017,0.0648,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Piramal Finance Limited (05/02/2026) **,INE140A146I7,,1000.0,4966.215,0.0014,0.070945,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Piramal Finance Limited (16/02/2026) **,INE202B14PB1,,1000.0,4955.69,0.0014,0.070951,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Barclays Investments & Loans (India) Private Limited (27/02/2026) **,INE704I14KM9,,600.0,2968.983,0.0008,0.066898,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
ICICI Securities Limited (30/01/2026) **,INE763G14ZL9,,400.0,1989.756,0.0006,0.0648,,Axis Mutual Fund,AXISLFA,CRISIL A1+,,,,
Sub Total,,,,1494294.1375,0.4191,,,Axis Mutual Fund,AXISLFA,,,,,
Treasury Bill,,,,,,,,Axis Mutual Fund,AXISLFA,,,,,
91 Days Tbill (MD 27/03/2026),IN002025X398,,200000000.0,197614.4,0.0554,0.051841,,Axis Mutual Fund,AXISLFA,Sovereign,,,,
91 Days Tbill (MD 19/02/2026),IN002025X349,,130807200.0,129902.0142,0.0364,0.05191,,Axis Mutual Fund,AXISLFA,Sovereign,,,,
91 Days Tbill (MD 29/01/2026),IN002025X315,,95000000.0,94619.24,0.0265,0.052464,,Axis Mutual Fund,AXISLFA,Sovereign,,,,
91 Days Tbill (MD 15/01/2026),IN002025X299,,60000000.0,59879.46,0.0168,0.052494,,Axis Mutual Fund,AXISLFA,Sovereign,,,,
91 Days Tbill (MD 12/03/2026),IN002025X372,,40000000.0,39605.72,0.0111,0.051909,,Axis Mutual Fund,AXISLFA,Sovereign,,,,
182 Days Tbill (MD 05/03/2026),IN002025Y230,,38834100.0,38489.2532,0.0108,0.051909,,Axis Mutual Fund,AXISLFA,Sovereign,,,,
91 Days Tbill (MD 26/02/2026),IN002025X356,,32500000.0,32243.25,0.009,0.0519,,Axis Mutual Fund,AXISLFA,Sovereign,,,,
364 Days Tbill (MD 27/02/2026),IN002024Z461,,20000000.0,19839.16,0.0056,0.051915,,Axis Mutual Fund,AXISLFA,Sovereign,,,,
182 Days Tbill (MD 15/01/2026),IN002025Y164,,12500000.0,12474.875,0.0035,0.0525,,Axis Mutual Fund,AXISLFA,Sovereign,,,,
364 Days Tbill (MD 12/03/2026),IN002024Z487,,12500000.0,12376.7875,0.0035,0.051909,,Axis Mutual Fund,AXISLFA,Sovereign,,,,
91 Days Tbill (MD 02/01/2026),IN002025X273,,9000000.0,8998.686,0.0025,0.05348,,Axis Mutual Fund,AXISLFA,Sovereign,,,,
182 Days Tbill (MD 29/01/2026),IN002025Y180,,4500000.0,4481.9505,0.0013,0.0525,,Axis Mutual Fund,AXISLFA,Sovereign,,,,
364 Days Tbill (MD 01/01/2026),IN002024Z388,,1000000.0,1000,0.0003,0.052845,,Axis Mutual Fund,AXISLFA,Sovereign,,,,
Sub Total,,,,651524.7964,0.1827,,,Axis Mutual Fund,AXISLFA,,,,,
Total,,,,3889407.8629,1.0909,,,Axis Mutual Fund,AXISLFA,,,,,
Others,,,,,,,,Axis Mutual Fund,AXISLFA,,,,,
Alternative Investment Fund Units,,,,,,,,Axis Mutual Fund,AXISLFA,,,,,
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,81627.708,9431.0958,0.0026,,,Axis Mutual Fund,AXISLFA,,,,,
Sub Total,,,,9431.0958,0.0026,,,Axis Mutual Fund,AXISLFA,,,,,
Total,,,,9431.0958,0.0026,,,Axis Mutual Fund,AXISLFA,,,,,
Net Receivables / (Payables),,,,-366008.2288,-0.1026,,,Axis Mutual Fund,AXISLFA,,,,,
GRAND TOTAL,,,,3565319.73,1,,,Axis Mutual Fund,AXISLFA,,,,,
,,,,,,,,Axis Mutual Fund,AXISLFA,,,,,
ZCB - Zero Coupon Bond,,,,,,,,Axis Mutual Fund,AXISLFA,,,,,
**  Thinly Traded / Non Traded Security,,,,,,,,Axis Mutual Fund,AXISLFA,,,,,
"~ YTM as on December 31, 2025",,,,,,,,Axis Mutual Fund,AXISLFA,,,,,
"^ YTC represents Yield to Call provided by valuation agencies as on December 31, 2025. It is disclosed for Perpetual Bond issued by Banks (i.e. AT-1 Bond / Tier 1 Bond / Tier 2 Bond), as per AMFI Best Practices Guidelines Circular no. 135/BP/91/2020-21 read with SEBI circular No. SEBI/HO/IMD/DF4/CIR/P/2021/034 on Valuation of AT-1 Bonds and Tier 2 Bonds.",,,,,,,,Axis Mutual Fund,AXISLFA,,,,,
"As per SEBI Circular no. SEBI/HO/IMD/PoD1/CIR/P/2024/106 dated August 05, 2024, valuation of AT-1 Bonds are done on Yield to Call basis w.e.f. August 07, 2024. YTC of AT-1 Bonds are now same as it’s YTM and hence it is not disclosed separately under YTC.",,,,,,,,Axis Mutual Fund,AXISLFA,,,,,
,,,,,,,,Axis Mutual Fund,AXISLFA,,,,,
,,,,,,,,Axis Mutual Fund,AXISLFA,,,,,
,Benchmark Name - NIFTY LIQUID INDEX A-I,,,,,,,Axis Mutual Fund,AXISLFA,,,,,
Scheme Risk-O-Meter,Benchmark Risk-O-Meter,,,,,,,Axis Mutual Fund,AXISLFA,,,,,
Debt Instruments,,,,,,,,Axis Mutual Fund,AXISM10,,,,,
(a) Listed / awaiting listing on Stock Exchange,,,,,,,,Axis Mutual Fund,AXISM10,,,,,
6.9% Government of India (15/04/2065),IN0020250018,Sovereign,9000000.0,8492.436,0.1237,0.074732,,Axis Mutual Fund,AXISM10,,,,,
6.28% Government of India (14/07/2032),IN0020250059,Sovereign,7500000.0,7386.1725,0.1076,0.066766,,Axis Mutual Fund,AXISM10,,,,,
6.68% Government of India (07/07/2040),IN0020250042,Sovereign,7357000.0,7143.9707,0.1041,0.071232,,Axis Mutual Fund,AXISM10,,,,,
6.48% Government of India (06/10/2035),IN0020250091,Sovereign,5000000.0,4956.795,0.0722,0.067085,,Axis Mutual Fund,AXISM10,,,,,
7.24% Government of India (18/08/2055),IN0020250075,Sovereign,4500000.0,4487.724,0.0654,0.073933,,Axis Mutual Fund,AXISM10,,,,,
7.34% Government of India (22/04/2064),IN0020240035,Sovereign,4494700.0,4481.1799,0.0653,0.074979,,Axis Mutual Fund,AXISM10,,,,,
7.18% Government of India (14/08/2033),IN0020230085,Sovereign,3700000.0,3817.4935,0.0556,0.067506,,Axis Mutual Fund,AXISM10,,,,,
7.09% Government of India (25/11/2074),IN0020240142,Sovereign,3643000.0,3508.617,0.0511,0.07505,,Axis Mutual Fund,AXISM10,,,,,
7.1% Government of India (08/04/2034),IN0020240019,Sovereign,2500000.0,2571.54,0.0375,0.067527,,Axis Mutual Fund,AXISM10,,,,,
7.09% Government of India (05/08/2054),IN0020240118,Sovereign,2500000.0,2444.245,0.0356,0.074079,,Axis Mutual Fund,AXISM10,,,,,
6.33% Government of India (05/05/2035),IN0020250026,Sovereign,1600000.0,1569.8336,0.0229,0.06711,,Axis Mutual Fund,AXISM10,,,,,
7.49% Haryana State Development Loans (27/03/2035),IN1620230426,Sovereign,1483000.0,1482.6293,0.0216,0.076316,,Axis Mutual Fund,AXISM10,,,,,
6.79% Government of India (07/10/2034),IN0020240126,Sovereign,1114800.0,1124.792,0.0164,0.067619,,Axis Mutual Fund,AXISM10,,,,,
7.44% Madhya Pradesh State Development Loans (03/12/2038),IN2120250260,Sovereign,1000000.0,995.771,0.0145,0.076309,,Axis Mutual Fund,AXISM10,,,,,
7.54% Government of India (23/05/2036),IN0020220029,Sovereign,500000.0,527.7515,0.0077,0.069008,,Axis Mutual Fund,AXISM10,,,,,
7.46% Government of India (06/11/2073),IN0020230127,Sovereign,500000.0,505.8895,0.0074,0.075051,,Axis Mutual Fund,AXISM10,,,,,
6.76% Maharashtra State Development Loans (23/04/2037),IN2220250012,Sovereign,424800.0,403.9848,0.0059,0.075424,,Axis Mutual Fund,AXISM10,,,,,
7.43% Maharashtra State Development Loans (03/12/2040),IN2220250392,Sovereign,319200.0,319.2303,0.0047,0.075659,,Axis Mutual Fund,AXISM10,,,,,
7.39% Chhatisgarh State Development Loans (13/03/2033),IN3520230241,Sovereign,235700.0,236.2506,0.0034,0.074796,,Axis Mutual Fund,AXISM10,,,,,
7.05% Andhra Pradesh State Development Loans (01/09/2035),IN1020210234,Sovereign,200000.0,194.55,0.0028,0.075871,,Axis Mutual Fund,AXISM10,,,,,
Sub Total,,,,56650.8562,0.8253,,,Axis Mutual Fund,AXISM10,,,,,
(b) Privately placed / Unlisted,,,,NIL,NIL,,,Axis Mutual Fund,AXISM10,,,,,
Sub Total,,,,NIL,NIL,,,Axis Mutual Fund,AXISM10,,,,,
Total,,,,56650.8562,0.8253,,,Axis Mutual Fund,AXISM10,,,,,
Money Market Instruments,,,,,,,,Axis Mutual Fund,AXISM10,,,,,
Treasury Bill,,,,,,,,Axis Mutual Fund,AXISM10,,,,,
182 Days Tbill (MD 11/06/2026),IN002025Y370,Sovereign,4000000.0,3907.332,0.0569,0.053767,,Axis Mutual Fund,AXISM10,,,,,
Sub Total,,,,3907.332,0.0569,,,Axis Mutual Fund,AXISM10,,,,,
Total,,,,3907.332,0.0569,,,Axis Mutual Fund,AXISM10,,,,,
Reverse Repo / TREPS,,,,,,,,Axis Mutual Fund,AXISM10,,,,,
Clearing Corporation of India Ltd,,,,9185.04,0.1338,0.052870204057396945,,Axis Mutual Fund,AXISM10,,,,,
Sub Total,,,,9185.04,0.1338,,,Axis Mutual Fund,AXISM10,,,,,
Total,,,,9185.04,0.1338,,,Axis Mutual Fund,AXISM10,,,,,
Net Receivables / (Payables),,,,-1096.4082,-0.016,,,Axis Mutual Fund,AXISM10,,,,,
GRAND TOTAL,,,,68646.82,1,,,Axis Mutual Fund,AXISM10,,,,,
,,,,,,,,Axis Mutual Fund,AXISM10,,,,,
"~ YTM as on December 31, 2025",,,,,,,,Axis Mutual Fund,AXISM10,,,,,
"^ YTC represents Yield to Call provided by valuation agencies as on December 31, 2025. It is disclosed for Perpetual Bond issued by Banks (i.e. AT-1 Bond / Tier 1 Bond / Tier 2 Bond), as per AMFI Best Practices Guidelines Circular no. 135/BP/91/2020-21 read with SEBI circular No. SEBI/HO/IMD/DF4/CIR/P/2021/034 on Valuation of AT-1 Bonds and Tier 2 Bonds.",,,,,,,,Axis Mutual Fund,AXISM10,,,,,
"As per SEBI Circular no. SEBI/HO/IMD/PoD1/CIR/P/2024/106 dated August 05, 2024, valuation of AT-1 Bonds are done on Yield to Call basis w.e.f. August 07, 2024. YTC of AT-1 Bonds are now same as it’s YTM and hence it is not disclosed separately under YTC.",,,,,,,,Axis Mutual Fund,AXISM10,,,,,
,,,,,,,,Axis Mutual Fund,AXISM10,,,,,
"Aggregate Investments by other schemes (At NAV)  as on December 31, 2025 RS 11369.43 Lakh's",,,,,,,,Axis Mutual Fund,AXISM10,,,,,
,,,,,,,,Axis Mutual Fund,AXISM10,,,,,
,Benchmark Name - CRISIL DYNAMIC GILT INDEX,,,,,,,Axis Mutual Fund,AXISM10,,,,,
Scheme Risk-O-Meter,Benchmark Risk-O-Meter,,,,,,,Axis Mutual Fund,AXISM10,,,,,
Others,,,,,,,,Axis Mutual Fund,AXISMAF,,,,,
Exchange Traded Funds,,,,,,,,Axis Mutual Fund,AXISMAF,,,,,
Axis Gold ETF,INF846K01W80,,20134000.0,22286.3246,0.1639,,,Axis Mutual Fund,AXISMAF,,,,,
Axis Silver ETF,INF846K011K1,,1140000.0,2555.196,0.0188,,,Axis Mutual Fund,AXISMAF,,,,,
Sub Total,,,,24841.5206,0.1827,,,Axis Mutual Fund,AXISMAF,,,,,
Mutual Fund Units,,,,,,,,Axis Mutual Fund,AXISMAF,,,,,
Axis Short Duration Fund - Direct Plan - Growth Option,INF846K01EI1,,41622359.981,14519.9603,0.1068,,,Axis Mutual Fund,AXISMAF,,,,,
Axis Large & Mid Cap Fund - Direct Plan - Growth,INF846K01J46,,31984890.084,11805.6229,0.0868,,,Axis Mutual Fund,AXISMAF,,,,,
Axis Strategic Bond Fund - Direct Plan - Growth Option,INF846K01DT0,,36137395.051,11525.2633,0.0848,,,Axis Mutual Fund,AXISMAF,,,,,
ICICI Pru Banking & Fin Servs Fund -Direct Plan -Growth,INF109K013J1,,7283245.198,11412.8452,0.0839,,,Axis Mutual Fund,AXISMAF,,,,,
Axis Value Fund - Direct Plan - Growth,INF846K010C0,,54614945.519,11196.0638,0.0823,,,Axis Mutual Fund,AXISMAF,,,,,
ICICI Pru Technology Fund - Direct Plan -  Growth,INF109K01Z48,,4363402.788,10184.1821,0.0749,,,Axis Mutual Fund,AXISMAF,,,,,
Axis Flexi Cap Fund - Direct Plan - Growth,INF846K01B28,,30579510.78,9005.6659,0.0662,,,Axis Mutual Fund,AXISMAF,,,,,
ICICI Prud Commo Fund - Direct Plan - Grwt Option,INF109KC1F91,,13096280.325,6417.1774,0.0472,,,Axis Mutual Fund,AXISMAF,,,,,
Axis Consumption Fund Direct Plan - Growth,INF846K013X0,,64969316.226,6379.9869,0.0469,,,Axis Mutual Fund,AXISMAF,,,,,
ICICI Pru Energy Opportunities Fund Dr - Gr Plan,INF109KC12W6,,28827387.459,3078.765,0.0226,,,Axis Mutual Fund,AXISMAF,,,,,
SBI Banking and Financial Services Fund Dr Gr Plan,INF200KA1507,,5898997.468,3031.8487,0.0223,,,Axis Mutual Fund,AXISMAF,,,,,
Kotak Energy Opportunities Fund-Direct-Growth,INF174KA1VX0,,24876853.48,2567.2913,0.0189,,,Axis Mutual Fund,AXISMAF,,,,,
Axis India Manufacturing Fund - Direct Plan - Gr,INF846K016S3,,17629583.965,2563.3415,0.0189,,,Axis Mutual Fund,AXISMAF,,,,,
Axis Innovation Fund - Direct Plan - Growth Option,INF846K01X71,,9989510.514,2023.8748,0.0149,,,Axis Mutual Fund,AXISMAF,,,,,
ICICI Pharma HlthCare & Diagnstc PHD-DP-Cumultv Op,INF109KC1GH2,,3222674.962,1387.3616,0.0102,,,Axis Mutual Fund,AXISMAF,,,,,
Sub Total,,,,107099.2507,0.7876,,,Axis Mutual Fund,AXISMAF,,,,,
Total,,,,131940.7713,0.9703,,,Axis Mutual Fund,AXISMAF,,,,,
Reverse Repo / TREPS,,,,,,,,Axis Mutual Fund,AXISMAF,,,,,
Clearing Corporation of India Ltd,,,,4347.62,0.032,0.05287020376789478,,Axis Mutual Fund,AXISMAF,,,,,
Sub Total,,,,4347.62,0.032,,,Axis Mutual Fund,AXISMAF,,,,,
Total,,,,4347.62,0.032,,,Axis Mutual Fund,AXISMAF,,,,,
Net Receivables / (Payables),,,,-313.6213,-0.0023,,,Axis Mutual Fund,AXISMAF,,,,,
GRAND TOTAL,,,,135974.77,1.0,,,Axis Mutual Fund,AXISMAF,,,,,
,,,,,,,,Axis Mutual Fund,AXISMAF,,,,,
"~ YTM as on December 31, 2025",,,,,,,,Axis Mutual Fund,AXISMAF,,,,,
"^ YTC represents Yield to Call provided by valuation agencies as on December 31, 2025. It is disclosed for Perpetual Bond issued by Banks (i.e. AT-1 Bond / Tier 1 Bond / Tier 2 Bond), as per AMFI Best Practices Guidelines Circular no. 135/BP/91/2020-21 read with SEBI circular No. SEBI/HO/IMD/DF4/CIR/P/2021/034 on Valuation of AT-1 Bonds and Tier 2 Bonds.",,,,,,,,Axis Mutual Fund,AXISMAF,,,,,
"As per SEBI Circular no. SEBI/HO/IMD/PoD1/CIR/P/2024/106 dated August 05, 2024, valuation of AT-1 Bonds are done on Yield to Call basis w.e.f. August 07, 2024. YTC of AT-1 Bonds are now same as it’s YTM and hence it is not disclosed separately under YTC.",,,,,,,,Axis Mutual Fund,AXISMAF,,,,,
Note - Schemes & Benchmark Riskometer(s) mentioned are as per the latest details available with the AMC as on the date of hosting of portfolio.,,,,,,,,Axis Mutual Fund,AXISMAF,,,,,
"For latest Riskometer(s), kindly visit www.axismf.com",,,,,,,,Axis Mutual Fund,AXISMAF,,,,,
,,,,,,,,Axis Mutual Fund,AXISMAF,,,,,
,,,,,,,,Axis Mutual Fund,AXISMAF,,,,,
,"Benchmark Name - NIFTY 500 TRI (45%), NIFTY Composite Debt Index (45%), Domestic Price of
Physical Gold (5%), Domestic Price of Physical Silver (5%)",,,,,,,Axis Mutual Fund,AXISMAF,,,,,
Scheme Risk-O-Meter,Benchmark Risk-O-Meter,,,,,,,Axis Mutual Fund,AXISMAF,,,,,
Equity & Equity related,,,,,,,,Axis Mutual Fund,AXISMCF,,,,,
(a) Listed / awaiting listing on Stock Exchanges,,,,,,,,Axis Mutual Fund,AXISMCF,,,,,
Fortis Healthcare Limited,INE061F01013,Healthcare Services,13060764.0,115457.1538,0.0364,,,Axis Mutual Fund,AXISMCF,,,,,
The Federal Bank Limited,INE171A01029,Banks,39590705.0,105746.7731,0.0333,,,Axis Mutual Fund,AXISMCF,,,,,
The Indian Hotels Company Limited,INE053A01029,Leisure Services,10812201.0,79885.9471,0.0252,,,Axis Mutual Fund,AXISMCF,,,,,
Multi Commodity Exchange of India Limited,INE745G01035,Capital Markets,713813.0,79490.2157,0.0251,,,Axis Mutual Fund,AXISMCF,,,,,
The Phoenix Mills Limited,INE211B01039,Realty,3700614.0,68590.8805,0.0216,,,Axis Mutual Fund,AXISMCF,,,,,
UNO Minda Limited,INE405E01023,Auto Components,5150285.0,66222.3645,0.0209,,,Axis Mutual Fund,AXISMCF,,,,,
Bharti Hexacom Limited,INE343G01021,Telecom - Services,3503642.0,63825.8463,0.0201,,,Axis Mutual Fund,AXISMCF,,,,,
Schaeffler India Limited,INE513A01022,Auto Components,1639295.0,63588.2531,0.02,,,Axis Mutual Fund,AXISMCF,,,,,
PB Fintech Limited,INE417T01026,Financial Technology (Fintech),3359729.0,61335.2126,0.0193,,,Axis Mutual Fund,AXISMCF,,,,,
Coromandel International Limited,INE169A01031,Fertilizers & Agrochemicals,2692866.0,61031.115,0.0192,,,Axis Mutual Fund,AXISMCF,,,,,
Persistent Systems Limited,INE262H01021,IT - Software,948214.0,59471.9821,0.0188,,,Axis Mutual Fund,AXISMCF,,,,,
Cummins India Limited,INE298A01020,Industrial Products,1336705.0,59274.8465,0.0187,,,Axis Mutual Fund,AXISMCF,,,,,
GE Vernova T&D India Limited,INE200A01026,Electrical Equipment,1828646.0,57282.336,0.0181,,,Axis Mutual Fund,AXISMCF,,,,,
TVS Motor Company Limited,INE494B01023,Automobiles,1498641.0,55746.4479,0.0176,,,Axis Mutual Fund,AXISMCF,,,,,
Solar Industries India Limited,INE343H01029,Chemicals & Petrochemicals,409811.0,50210.0437,0.0158,,,Axis Mutual Fund,AXISMCF,,,,,
Coforge Limited,INE591G01025,IT - Software,2941185.0,48911.9066,0.0154,,,Axis Mutual Fund,AXISMCF,,,,,
Vishal Mega Mart Limited,INE01EA01019,Retailing,35711859.0,48700.2621,0.0154,,,Axis Mutual Fund,AXISMCF,,,,,
JK Cement Limited,INE823G01014,Cement & Cement Products,873451.0,48310.5748,0.0152,,,Axis Mutual Fund,AXISMCF,,,,,
Eternal Limited,INE758T01015,Retailing,17361757.0,48274.3653,0.0152,,,Axis Mutual Fund,AXISMCF,,,,,
Bharat Heavy Electricals Limited,INE257A01026,Electrical Equipment,16544200.0,47556.3029,0.015,,,Axis Mutual Fund,AXISMCF,,,,,
Abbott India Limited,INE358A01014,Pharmaceuticals & Biotechnology,162848.0,47266.632,0.0149,,,Axis Mutual Fund,AXISMCF,,,,,
Premier Energies Limited,INE0BS701011,Electrical Equipment,5281018.0,44474.0931,0.014,,,Axis Mutual Fund,AXISMCF,,,,,
Hitachi Energy India Limited,INE07Y701011,Electrical Equipment,239343.0,43823.7033,0.0138,,,Axis Mutual Fund,AXISMCF,,,,,
Ashok Leyland Limited,INE208A01029,"Agricultural, Commercial & Construction Vehicles",24363448.0,43656.8625,0.0138,,,Axis Mutual Fund,AXISMCF,,,,,
Bharat Electronics Limited,INE263A01024,Aerospace & Defense,10844267.0,43333.6909,0.0137,,,Axis Mutual Fund,AXISMCF,,,,,
Indian Bank,INE562A01011,Banks,4861920.0,40706.4252,0.0128,,,Axis Mutual Fund,AXISMCF,,,,,
Dixon Technologies (India) Limited,INE935N01020,Consumer Durables,332135.0,40194.9777,0.0127,,,Axis Mutual Fund,AXISMCF,,,,,
Apar Industries Limited,INE372A01015,Electrical Equipment,480252.0,40185.0861,0.0127,,,Axis Mutual Fund,AXISMCF,,,,,
Torrent Power Limited,INE813H01021,Power,2987907.0,39042.9808,0.0123,,,Axis Mutual Fund,AXISMCF,,,,,
ICICI Lombard General Insurance Company Limited,INE765G01017,Insurance,1932922.0,37925.8626,0.012,,,Axis Mutual Fund,AXISMCF,,,,,
CG Power and Industrial Solutions Limited,INE067A01029,Electrical Equipment,5740276.0,37191.2482,0.0117,,,Axis Mutual Fund,AXISMCF,,,,,
Cholamandalam Investment and Finance Company Ltd,INE121A01024,Finance,2175278.0,37027.5821,0.0117,,,Axis Mutual Fund,AXISMCF,,,,,
KEI Industries Limited,INE878B01027,Industrial Products,819457.0,36549.4211,0.0115,,,Axis Mutual Fund,AXISMCF,,,,,
L&T Finance Limited,INE498L01015,Finance,11303548.0,35713.5599,0.0113,,,Axis Mutual Fund,AXISMCF,,,,,
SRF Limited,INE647A01010,Chemicals & Petrochemicals,1078816.0,33173.592,0.0105,,,Axis Mutual Fund,AXISMCF,,,,,
Blue Star Limited,INE472A01039,Consumer Durables,1909554.0,33048.6511,0.0104,,,Axis Mutual Fund,AXISMCF,,,,,
Bharat Forge Limited,INE465A01025,Auto Components,2243289.0,32985.3215,0.0104,,,Axis Mutual Fund,AXISMCF,,,,,
Swiggy Limited,INE00H001014,Retailing,8459271.0,32673.9342,0.0103,,,Axis Mutual Fund,AXISMCF,,,,,
Bajaj Finance Limited,INE296A01032,Finance,3256369.0,32133.8493,0.0101,,,Axis Mutual Fund,AXISMCF,,,,,
Jindal Steel Limited,INE749A01030,Ferrous Metals,3031669.0,31947.7279,0.0101,,,Axis Mutual Fund,AXISMCF,,,,,
Supreme Industries Limited,INE195A01028,Industrial Products,921719.0,30912.6118,0.0097,,,Axis Mutual Fund,AXISMCF,,,,,
Lupin Limited,INE326A01037,Pharmaceuticals & Biotechnology,1464291.0,30889.2186,0.0097,,,Axis Mutual Fund,AXISMCF,,,,,
PI Industries Limited,INE603J01030,Fertilizers & Agrochemicals,939288.0,30416.024,0.0096,,,Axis Mutual Fund,AXISMCF,,,,,
HDFC Asset Management Company Limited,INE127D01025,Capital Markets,1123964.0,30034.566,0.0095,,,Axis Mutual Fund,AXISMCF,,,,,
Mphasis Limited,INE356A01018,IT - Software,1075216.0,30011.429,0.0095,,,Axis Mutual Fund,AXISMCF,,,,,
Info Edge (India) Limited,INE663F01032,Retailing,2209947.0,29471.8532,0.0093,,,Axis Mutual Fund,AXISMCF,,,,,
Sona BLW Precision Forgings Limited,INE073K01018,Auto Components,6116600.0,29322.9804,0.0092,,,Axis Mutual Fund,AXISMCF,,,,,
Hindustan Petroleum Corporation Limited,INE094A01015,Petroleum Products,5618912.0,28041.1803,0.0088,,,Axis Mutual Fund,AXISMCF,,,,,
Prestige Estates Projects Limited,INE811K01011,Realty,1692441.0,26991.0491,0.0085,,,Axis Mutual Fund,AXISMCF,,,,,
Trent Limited,INE849A01020,Retailing,621323.0,26586.4112,0.0084,,,Axis Mutual Fund,AXISMCF,,,,,
