Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating
Hindalco Industries Limited (15/01/2026) ,INE038A14395,CRISIL A1+,5000.0,24917.65,0.006,Axis Mutual Fund,AXISLFA,
Bajaj Finance Limited (12/02/2026) ,INE296A14D47,CRISIL A1+,5000.0,24792.675,0.006,Axis Mutual Fund,AXISLFA,
HDFC Securities Limited (17/02/2026) ,INE700G14QY3,CARE A1+,5000.0,24767.475,0.006,Axis Mutual Fund,AXISLFA,
ICICI Securities Limited (10/03/2026) ,INE763G14A63,CRISIL A1+,5000.0,24679.65,0.0059,Axis Mutual Fund,AXISLFA,
IIFL Finance Limited (05/03/2026) ,INE530B14EZ8,CRISIL A1+,5000.0,24613.45,0.0059,Axis Mutual Fund,AXISLFA,
Birla Group Holdings Private Limited (11/03/2026) ,INE09OL14IF3,CRISIL A1+,4000.0,19731.78,0.0047,Axis Mutual Fund,AXISLFA,
Nuvama Wealth Finance Limited (09/03/2026) ,INE918K14CV9,CRISIL A1+,3500.0,17246.39,0.0041,Axis Mutual Fund,AXISLFA,
Dalmia Cement (Bharat) Limited (11/02/2026) ,INE755K14FQ8,CRISIL A1+,3000.0,14881.47,0.0036,Axis Mutual Fund,AXISLFA,
Piramal Capital & Housing Finance Limited (06/02/2026) ,INE516Y14HT5,CRISIL A1+,3000.0,14879.175,0.0036,Axis Mutual Fund,AXISLFA,
Birla Group Holdings Private Limited (11/02/2026) ,INE09OL14IC0,CRISIL A1+,3000.0,14872.455,0.0036,Axis Mutual Fund,AXISLFA,
IIFL Finance Limited (06/02/2026) ,INE530B14FR2,CRISIL A1+,3000.0,14857.965,0.0036,Axis Mutual Fund,AXISLFA,
Tata Projects Limited (09/03/2026) ,INE725H14DG3,CRISIL A1+,3000.0,14818.77,0.0036,Axis Mutual Fund,AXISLFA,
ICICI Home Finance Company Limited (24/02/2026) ,INE071G14HG5,ICRA A1+,2500.0,12375.175,0.003,Axis Mutual Fund,AXISLFA,
IIFL Finance Limited (31/12/2025) ,INE530B14FI1,CRISIL A1+,2000.0,9991.47,0.0024,Axis Mutual Fund,AXISLFA,
Bharti Telecom Limited (13/02/2026) ,INE403D14551,CRISIL A1+,2000.0,9910.53,0.0024,Axis Mutual Fund,AXISLFA,
ICICI Securities Limited (02/03/2026) ,INE763G14C61,CRISIL A1+,2000.0,9885.75,0.0024,Axis Mutual Fund,AXISLFA,
Nu Vista Limited (12/03/2026) ,INE973U14284,CRISIL A1+,2000.0,9873.7,0.0024,Axis Mutual Fund,AXISLFA,
360 One WAM Limited (05/03/2026) ,INE466L14FL1,ICRA A1+,2000.0,9871.27,0.0024,Axis Mutual Fund,AXISLFA,
Nuvoco Vistas Corporation Limited (12/03/2026) ,INE118D14AC5,CRISIL A1+,2000.0,9866.2,0.0024,Axis Mutual Fund,AXISLFA,
Birla Group Holdings Private Limited (06/02/2026) ,INE09OL14GM3,CRISIL A1+,1500.0,7443.105,0.0018,Axis Mutual Fund,AXISLFA,
Godrej Industries Limited (12/03/2026) ,INE233A145T4,CRISIL A1+,1500.0,7405.6575,0.0018,Axis Mutual Fund,AXISLFA,
Godrej Industries Limited (13/03/2026) ,INE233A145U2,CRISIL A1+,1500.0,7404.4125,0.0018,Axis Mutual Fund,AXISLFA,
ICICI Securities Limited (20/02/2026) ,INE763G14XZ4,CRISIL A1+,1200.0,5940.918,0.0014,Axis Mutual Fund,AXISLFA,
Piramal Finance Limited (05/02/2026) ,INE140A146I7,CRISIL A1+,1000.0,4960.695,0.0012,Axis Mutual Fund,AXISLFA,
Piramal Finance Limited (16/02/2026) ,INE202B14PB1,CRISIL A1+,1000.0,4950.1,0.0012,Axis Mutual Fund,AXISLFA,
Barclays Investments & Loans (India) Private Limited (27/02/2026) ,INE704I14KM9,CRISIL A1+,600.0,2965.644,0.0007,Axis Mutual Fund,AXISLFA,
ICICI Securities Limited (30/01/2026) ,INE763G14ZL9,CRISIL A1+,400.0,1987.946,0.0005,Axis Mutual Fund,AXISLFA,
Sub Total,,,,1502695.748,0.3614,Axis Mutual Fund,AXISLFA,
Treasury Bill,,,,,,Axis Mutual Fund,AXISLFA,
91 Days Tbill (MD 27/03/2026),IN002025X398,Sovereign,200000000.0,197446,0.0475,Axis Mutual Fund,AXISLFA,
91 Days Tbill (MD 19/02/2026),IN002025X349,Sovereign,130807200.0,129806.6557,0.0312,Axis Mutual Fund,AXISLFA,
91 Days Tbill (MD 29/01/2026),IN002025X315,Sovereign,95000000.0,94550.65,0.0227,Axis Mutual Fund,AXISLFA,
91 Days Tbill (MD 15/01/2026),IN002025X299,Sovereign,60000000.0,59836.62,0.0144,Axis Mutual Fund,AXISLFA,
91 Days Tbill (MD 12/03/2026),IN002025X372,Sovereign,40000000.0,39576.32,0.0095,Axis Mutual Fund,AXISLFA,
182 Days Tbill (MD 05/03/2026),IN002025Y230,Sovereign,38834100.0,38455.118,0.0092,Axis Mutual Fund,AXISLFA,
91 Days Tbill (MD 26/02/2026),IN002025X356,Sovereign,32500000.0,32217.38,0.0077,Axis Mutual Fund,AXISLFA,
364 Days Tbill (MD 27/02/2026),IN002024Z461,Sovereign,20000000.0,19823.22,0.0048,Axis Mutual Fund,AXISLFA,
182 Days Tbill (MD 15/01/2026),IN002025Y164,Sovereign,12500000.0,12465.9625,0.003,Axis Mutual Fund,AXISLFA,
364 Days Tbill (MD 12/03/2026),IN002024Z487,Sovereign,12500000.0,12367.3625,0.003,Axis Mutual Fund,AXISLFA,
91 Days Tbill (MD 02/01/2026),IN002025X273,Sovereign,9000000.0,8992.053,0.0022,Axis Mutual Fund,AXISLFA,
182 Days Tbill (MD 29/01/2026),IN002025Y180,Sovereign,4500000.0,4478.715,0.0011,Axis Mutual Fund,AXISLFA,
364 Days Tbill (MD 01/01/2026),IN002024Z388,Sovereign,1000000.0,999.281,0.0002,Axis Mutual Fund,AXISLFA,
Sub Total,,,,651015.3377,0.1566,Axis Mutual Fund,AXISLFA,
Total,,,,3900384.5892,0.9382,Axis Mutual Fund,AXISLFA,
Others,,,,,,Axis Mutual Fund,AXISLFA,
Alternative Investment Fund Units,,,,,,Axis Mutual Fund,AXISLFA,
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,81627.708,9424.2443,0.0023,Axis Mutual Fund,AXISLFA,
Sub Total,,,,9424.2443,0.0023,Axis Mutual Fund,AXISLFA,
Total,,,,9424.2443,0.0023,Axis Mutual Fund,AXISLFA,
Reverse Repo / TREPS,,,,,,Axis Mutual Fund,AXISLFA,
Clearing Corporation of India Ltd,,,,224966.9685,0.0541,Axis Mutual Fund,AXISLFA,
Sub Total,,,,224966.9685,0.0541,Axis Mutual Fund,AXISLFA,
Total,,,,224966.9685,0.0541,Axis Mutual Fund,AXISLFA,
Net Receivables / (Payables),,,,-9814.6374,-0.0024,Axis Mutual Fund,AXISLFA,
GRAND TOTAL,,,,4157449.65,1,Axis Mutual Fund,AXISLFA,
,,,,,,Axis Mutual Fund,AXISLFA,
ZCB - Zero Coupon Bond,,,,,,Axis Mutual Fund,AXISLFA,
,,,,,,Axis Mutual Fund,AXISLFA,
"As per SEBI Circular no. SEBI/HO/IMD/PoD1/CIR/P/2024/106 dated August 05, 2024, valuation of AT-1 Bonds are done on Yield to Call basis w.e.f. August 07, 2024. YTC of AT-1 Bonds are now same as it’s YTM and hence it is not disclosed separately under YTC.",,,,,,Axis Mutual Fund,AXISLFA,
,,,,,,Axis Mutual Fund,AXISLFA,
,,,,,,Axis Mutual Fund,AXISLFA,
,,,,,,Axis Mutual Fund,AXISLFA,
,,,,,,Axis Mutual Fund,AXISLFA,
,Benchmark Name - NIFTY LIQUID INDEX A-I,,,,,Axis Mutual Fund,AXISLFA,
Scheme Risk-O-Meter,Benchmark Risk-O-Meter,,,,,Axis Mutual Fund,AXISLFA,
Debt Instruments,,,,,,Axis Mutual Fund,AXISM10,
(a) Listed / awaiting listing on Stock Exchange,,,,,,Axis Mutual Fund,AXISM10,
6.9% Government of India (15/04/2065),IN0020250018,,9000000.0,8473.482,0.123,Axis Mutual Fund,AXISM10,Sovereign
7.43% Maharashtra State Development Loans (03/12/2040),IN2220250392,,7500000.0,7490.925,0.1088,Axis Mutual Fund,AXISM10,Sovereign
6.48% Government of India (06/10/2035),IN0020250091,,7500000.0,7451.0025,0.1082,Axis Mutual Fund,AXISM10,Sovereign
6.68% Government of India (07/07/2040),IN0020250042,,7357000.0,7140.5203,0.1037,Axis Mutual Fund,AXISM10,Sovereign
7.65% Bihar State Development Loans (24/12/2033),IN1320250211,,5000000.0,5045.05,0.0732,Axis Mutual Fund,AXISM10,Sovereign
7.34% Government of India (22/04/2064),IN0020240035,,4494700.0,4473.9659,0.065,Axis Mutual Fund,AXISM10,Sovereign
7.24% Government of India (18/08/2055),IN0020250075,,4500000.0,4464.9045,0.0648,Axis Mutual Fund,AXISM10,Sovereign
7.18% Government of India (14/08/2033),IN0020230085,,3700000.0,3821.4192,0.0555,Axis Mutual Fund,AXISM10,Sovereign
7.09% Government of India (25/11/2074),IN0020240142,,3643000.0,3502.6607,0.0509,Axis Mutual Fund,AXISM10,Sovereign
7.1% Government of India (08/04/2034),IN0020240019,,2500000.0,2574.9175,0.0374,Axis Mutual Fund,AXISM10,Sovereign
7.09% Government of India (05/08/2054),IN0020240118,,2500000.0,2433.735,0.0353,Axis Mutual Fund,AXISM10,Sovereign
6.33% Government of India (05/05/2035),IN0020250026,,1600000.0,1571.448,0.0228,Axis Mutual Fund,AXISM10,Sovereign
7.49% Haryana State Development Loans (27/03/2035),IN1620230426,,1483000.0,1493.4225,0.0217,Axis Mutual Fund,AXISM10,Sovereign
6.79% Government of India (07/10/2034),IN0020240126,,1114800.0,1127.1063,0.0164,Axis Mutual Fund,AXISM10,Sovereign
7.44% Madhya Pradesh State Development Loans (03/12/2038),IN2120250260,,1000000.0,1001.079,0.0145,Axis Mutual Fund,AXISM10,Sovereign
7.54% Government of India (23/05/2036),IN0020220029,,500000.0,527.5155,0.0077,Axis Mutual Fund,AXISM10,Sovereign
7.46% Government of India (06/11/2073),IN0020230127,,500000.0,505.21,0.0073,Axis Mutual Fund,AXISM10,Sovereign
6.76% Maharashtra State Development Loans (23/04/2037),IN2220250012,,424800.0,404.9079,0.0059,Axis Mutual Fund,AXISM10,Sovereign
7.39% Chhatisgarh State Development Loans (13/03/2033),IN3520230241,,235700.0,236.1151,0.0034,Axis Mutual Fund,AXISM10,Sovereign
7.05% Andhra Pradesh State Development Loans (01/09/2035),IN1020210234,,200000.0,196.224,0.0028,Axis Mutual Fund,AXISM10,Sovereign
Sub Total,,,,63935.6109,0.9283,Axis Mutual Fund,AXISM10,
(b) Privately placed / Unlisted,,,,NIL,NIL,Axis Mutual Fund,AXISM10,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISM10,
Total,,,,63935.6109,0.9283,Axis Mutual Fund,AXISM10,
Reverse Repo / TREPS,,,,,,Axis Mutual Fund,AXISM10,
Clearing Corporation of India Ltd,,,,1215.4658,0.0176,Axis Mutual Fund,AXISM10,
Sub Total,,,,1215.4658,0.0176,Axis Mutual Fund,AXISM10,
Total,,,,1215.4658,0.0176,Axis Mutual Fund,AXISM10,
Net Receivables / (Payables),,,,3723.9833,0.0541,Axis Mutual Fund,AXISM10,
GRAND TOTAL,,,,68875.06,1,Axis Mutual Fund,AXISM10,
,,,,,,Axis Mutual Fund,AXISM10,
"As per SEBI Circular no. SEBI/HO/IMD/PoD1/CIR/P/2024/106 dated August 05, 2024, valuation of AT-1 Bonds are done on Yield to Call basis w.e.f. August 07, 2024. YTC of AT-1 Bonds are now same as it’s YTM and hence it is not disclosed separately under YTC.",,,,,,Axis Mutual Fund,AXISM10,
,,,,,,Axis Mutual Fund,AXISM10,
,,,,,,Axis Mutual Fund,AXISM10,
,,,,,,Axis Mutual Fund,AXISM10,
,,,,,,Axis Mutual Fund,AXISM10,
,,,,,,Axis Mutual Fund,AXISM10,
,Benchmark Name - CRISIL DYNAMIC GILT INDEX,,,,,Axis Mutual Fund,AXISM10,
Scheme Risk-O-Meter,Benchmark Risk-O-Meter,,,,,Axis Mutual Fund,AXISM10,
Debt Instruments,,,,,,Axis Mutual Fund,AXISMMF,
(a) Listed / awaiting listing on Stock Exchange,,,,,,Axis Mutual Fund,AXISMMF,
7.42% West Bengal State Development Loans (09/11/2026),IN3420160092,Sovereign,10685400.0,10819.1278,0.0051,Axis Mutual Fund,AXISMMF,
6.90% Government of India (04/02/2026),IN0020089069,Sovereign,9500000.0,9509.538,0.0045,Axis Mutual Fund,AXISMMF,
8.08% Maharastra State Development Loans(15/06/2026),IN2220160013,Sovereign,7745000.0,7828.6228,0.0037,Axis Mutual Fund,AXISMMF,
8.07% Rajasthan State Development Loans (15/06/2026),IN2920160032,Sovereign,7500000.0,7579.7925,0.0036,Axis Mutual Fund,AXISMMF,
8.69% Tamilnadu State Development Loans (24/02/2026),IN3120150203,Sovereign,6500000.0,6530.797,0.0031,Axis Mutual Fund,AXISMMF,
8.83% Uttar Pradesh State Development Loans (24/02/2026),IN3320150383,Sovereign,3500000.0,3516.968,0.0017,Axis Mutual Fund,AXISMMF,
8.38% Tamil Nadu State Development Loans (27/01/2026),IN3120150187,Sovereign,800000.0,801.7608,0.0004,Axis Mutual Fund,AXISMMF,
8.60% Bihar State Development Loans (09/03/2026),IN1320150056,Sovereign,500000.0,503.0595,0.0002,Axis Mutual Fund,AXISMMF,
Sub Total,,,,47089.6663,0.0222,Axis Mutual Fund,AXISMMF,
(b) Privately placed / Unlisted,,,,NIL,NIL,Axis Mutual Fund,AXISMMF,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISMMF,
Total,,,,47089.6663,0.0222,Axis Mutual Fund,AXISMMF,
Money Market Instruments,,,,,,Axis Mutual Fund,AXISMMF,
Certificate of Deposit,,,,,,Axis Mutual Fund,AXISMMF,
National Bank For Agriculture and Rural Development (25/03/2026) ,INE261F16AA7,CRISIL A1+,17000.0,83772.005,0.0395,Axis Mutual Fund,AXISMMF,
HDFC Bank Limited (19/05/2026) ,INE040A16GW7,CARE A1+,12500.0,60967.75,0.0287,Axis Mutual Fund,AXISMMF,
Punjab National Bank (25/03/2026) ,INE160A16RP4,CRISIL A1+,11600.0,57167.816,0.027,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (16/12/2026) ,INE556F16BT8,CARE A1+,11000.0,51644.12,0.0243,Axis Mutual Fund,AXISMMF,
Bank of India (10/03/2026),INE084A16EK5,CRISIL A1+,10000.0,49398.35,0.0233,Axis Mutual Fund,AXISMMF,
HDFC Bank Limited (02/04/2026) ,INE040A16HC7,CARE A1+,10000.0,49170.4,0.0232,Axis Mutual Fund,AXISMMF,
Bank of Baroda (15/05/2026) ,INE028A16KJ1,CARE A1+,10000.0,48815.9,0.023,Axis Mutual Fund,AXISMMF,
HDFC Bank Limited (04/06/2026) ,INE040A16HT1,CARE A1+,10000.0,48640.75,0.0229,Axis Mutual Fund,AXISMMF,
Canara Bank (15/05/2026),INE476A16E79,CRISIL A1+,9500.0,46375.01,0.0219,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (13/10/2026) ,INE556F16BL5,CARE A1+,9500.0,45099.255,0.0213,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (27/02/2026),INE556F16BB6,CARE A1+,9000.0,44534.025,0.021,Axis Mutual Fund,AXISMMF,
IDFC First Bank Limited (09/06/2026) ,INE092T16YR1,CRISIL A1+,8000.0,38863.24,0.0183,Axis Mutual Fund,AXISMMF,
Punjab National Bank (18/03/2026) ,INE160A16RK5,CARE A1+,7500.0,37004.325,0.0174,Axis Mutual Fund,AXISMMF,
Union Bank of India (15/05/2026) ,INE692A16KC9,IND A1+,7000.0,34168.54,0.0161,Axis Mutual Fund,AXISMMF,
Kotak Mahindra Bank Limited (18/05/2026) ,INE237AD6059,CRISIL A1+,7000.0,34156.22,0.0161,Axis Mutual Fund,AXISMMF,
Canara Bank (12/06/2026) ,INE476A16E20,CRISIL A1+,7000.0,34008.8,0.016,Axis Mutual Fund,AXISMMF,
IDFC First Bank Limited (27/02/2026) ,INE092T16YX9,CRISIL A1+,6000.0,29685.87,0.014,Axis Mutual Fund,AXISMMF,
HDFC Bank Limited (24/03/2026) ,INE040A16GS5,CRISIL A1+,6000.0,29572.68,0.0139,Axis Mutual Fund,AXISMMF,
Indian Bank (12/03/2026) ,INE562A16OI3,CRISIL A1+,5500.0,27163.4275,0.0128,Axis Mutual Fund,AXISMMF,
Union Bank of India (20/05/2026) ,INE692A16KF2,IND A1+,5500.0,26823.28,0.0126,Axis Mutual Fund,AXISMMF,
Kotak Mahindra Bank Limited (18/02/2026) ,INE237A165Z5,CRISIL A1+,5000.0,24779.8,0.0117,Axis Mutual Fund,AXISMMF,
IndusInd Bank Limited (15/05/2026) ,INE095A160C6,CRISIL A1+,5000.0,24386.15,0.0115,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (20/05/2026) ,INE556F16BI1,CRISIL A1+,5000.0,24380.575,0.0115,Axis Mutual Fund,AXISMMF,
Kotak Mahindra Bank Limited (31/08/2026) ,INE237AD6075,CRISIL A1+,5000.0,23933.5,0.0113,Axis Mutual Fund,AXISMMF,
Indian Bank (30/10/2026) ,INE562A16PU5,CRISIL A1+,5000.0,23680.45,0.0112,Axis Mutual Fund,AXISMMF,
Canara Bank (12/03/2026) ,INE476A16B23,CRISIL A1+,4000.0,19755.02,0.0093,Axis Mutual Fund,AXISMMF,
Bank of Baroda (06/04/2026),INE028A16JG9,IND A1+,4000.0,19656.98,0.0093,Axis Mutual Fund,AXISMMF,
HDFC Bank Limited (05/08/2026),INE040A16HF0,CRISIL A1+,4000.0,19228.12,0.0091,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (27/10/2026) ,INE556F16BN1,CARE A1+,4000.0,18942.94,0.0089,Axis Mutual Fund,AXISMMF,
Bank of Baroda (24/02/2026) ,INE028A16JJ3,IND A1+,3500.0,17329.13,0.0082,Axis Mutual Fund,AXISMMF,
IDBI Bank Limited (23/02/2026) ,INE008A16X99,CRISIL A1+,3000.0,14852.85,0.007,Axis Mutual Fund,AXISMMF,
National Bank For Agriculture and Rural Development (27/02/2026),INE261F16967,CRISIL A1+,3000.0,14844.795,0.007,Axis Mutual Fund,AXISMMF,
National Bank For Agriculture and Rural Development (10/03/2026) ,INE261F16975,IND A1+,3000.0,14819.79,0.007,Axis Mutual Fund,AXISMMF,
Indian Bank (30/04/2026) ,INE562A16PQ3,CRISIL A1+,3000.0,14682.27,0.0069,Axis Mutual Fund,AXISMMF,
HDFC Bank Limited (11/09/2026) ,INE040A16HN4,CARE A1+,3000.0,14328.51,0.0068,Axis Mutual Fund,AXISMMF,
HDFC Bank Limited (13/11/2026) ,INE040A16HW5,CARE A1+,3000.0,14172.39,0.0067,Axis Mutual Fund,AXISMMF,
Canara Bank (18/03/2026) ,INE476A16B64,CRISIL A1+,2500.0,12334.8125,0.0058,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (06/11/2026) ,INE556F16BQ4,CARE A1+,2400.0,11346.036,0.0053,Axis Mutual Fund,AXISMMF,
Union Bank of India (20/02/2026) ,INE692A16IU5,IND A1+,2000.0,9908.48,0.0047,Axis Mutual Fund,AXISMMF,
The Federal Bank Limited (20/02/2026) ,INE171A16MU2,CRISIL A1+,2000.0,9906.26,0.0047,Axis Mutual Fund,AXISMMF,
National Bank For Agriculture and Rural Development (13/03/2026),INE261F16983,CRISIL A1+,2000.0,9874.99,0.0047,Axis Mutual Fund,AXISMMF,
Bank of Baroda (20/05/2026) ,INE028A16JZ9,IND A1+,2000.0,9754.87,0.0046,Axis Mutual Fund,AXISMMF,
Union Bank of India (01/06/2026) ,INE692A16KH8,IND A1+,2000.0,9734.36,0.0046,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (04/12/2026) ,INE556F16BS0,CARE A1+,2000.0,9409.3,0.0044,Axis Mutual Fund,AXISMMF,
Bank of Baroda (05/06/2026) ,INE028A16KR4,CARE A1+,1800.0,8755.533,0.0041,Axis Mutual Fund,AXISMMF,
National Bank For Agriculture and Rural Development (23/01/2026) ,INE261F16918,CRISIL A1+,1500.0,7466.34,0.0035,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (17/03/2026) ,INE556F16BE0,CRISIL A1+,1500.0,7401.2925,0.0035,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (05/05/2026) ,INE556F16BH3,CRISIL A1+,1500.0,7333.095,0.0035,Axis Mutual Fund,AXISMMF,
Canara Bank (29/05/2026) ,INE476A16F03,CRISIL A1+,1500.0,7304.9475,0.0034,Axis Mutual Fund,AXISMMF,
Bank of Baroda (16/09/2026) ,INE028A16KC6,IND A1+,1500.0,7158.0675,0.0034,Axis Mutual Fund,AXISMMF,
Bank of Baroda (06/03/2026) ,INE028A16HW0,CRISIL A1+,1100.0,5437.4045,0.0026,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (06/03/2026) ,INE556F16BC4,CRISIL A1+,1000.0,4943.14,0.0023,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (11/03/2026),INE556F16BD2,CARE A1+,1000.0,4939.07,0.0023,Axis Mutual Fund,AXISMMF,
Bank of Baroda (11/03/2026),INE028A16HZ3,IND A1+,1000.0,4939.02,0.0023,Axis Mutual Fund,AXISMMF,
Kotak Mahindra Bank Limited (13/03/2026) ,INE237A167Z1,CRISIL A1+,1000.0,4938.205,0.0023,Axis Mutual Fund,AXISMMF,
Bank of Baroda (25/05/2026) ,INE028A16JR6,IND A1+,1000.0,4873.285,0.0023,Axis Mutual Fund,AXISMMF,
Canara Bank (27/01/2026) ,INE476A16E12,CRISIL A1+,500.0,2487.1675,0.0012,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (06/02/2026) ,INE556F16BA8,CARE A1+,500.0,2482.6125,0.0012,Axis Mutual Fund,AXISMMF,
Bank of Baroda (13/03/2026) ,INE028A16IC0,IND A1+,500.0,2468.6975,0.0012,Axis Mutual Fund,AXISMMF,
Sub Total,,,,1346002.0195,0.6345,Axis Mutual Fund,AXISMMF,
Commercial Paper,,,,,,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (03/06/2026) ,INE556F14LT2,CRISIL A1+,6000.0,29186.37,0.0138,Axis Mutual Fund,AXISMMF,
Bharti Telecom Limited (13/02/2026) ,INE403D14551,CRISIL A1+,5000.0,24776.325,0.0117,Axis Mutual Fund,AXISMMF,
HDFC Securities Limited (27/02/2026) ,INE700G14RA1,CARE A1+,5000.0,24723.25,0.0117,Axis Mutual Fund,AXISMMF,
Kotak Securities Limited (27/02/2026) ,INE028E14SR4,ICRA A1+,5000.0,24722.85,0.0117,Axis Mutual Fund,AXISMMF,
Birla Group Holdings Private Limited (05/03/2026) ,INE09OL14HF5,CRISIL A1+,5000.0,24691.575,0.0116,Axis Mutual Fund,AXISMMF,
Piramal Finance Limited (12/03/2026) ,INE140A146N7,CRISIL A1+,5000.0,24639.025,0.0116,Axis Mutual Fund,AXISMMF,
Muthoot Finance Limited (12/06/2026) ,INE414G14UW7,CRISIL A1+,5000.0,24204.6,0.0114,Axis Mutual Fund,AXISMMF,
Motilal Oswal Finvest Limited (12/06/2026) ,INE01WN14BW9,CRISIL A1+,5000.0,24171.675,0.0114,Axis Mutual Fund,AXISMMF,
Tata Teleservices (Maharashtra) Limited (17/11/2026) ,INE517B14AG3,CRISIL A1+,5000.0,23524.35,0.0111,Axis Mutual Fund,AXISMMF,
360 One Prime Limited (20/02/2026) ,INE248U14RY2,CRISIL A1+,4000.0,19788.74,0.0093,Axis Mutual Fund,AXISMMF,
Bajaj Finance Limited (05/03/2026) ,INE296A14D88,CRISIL A1+,4000.0,19764.54,0.0093,Axis Mutual Fund,AXISMMF,
Tata Capital Limited (19/05/2026) ,INE976I14PY7,CRISIL A1+,4000.0,19483.98,0.0092,Axis Mutual Fund,AXISMMF,
Muthoot Finance Limited (17/06/2026) ,INE414G14UX5,CRISIL A1+,4000.0,19345.24,0.0091,Axis Mutual Fund,AXISMMF,
360 One Prime Limited (13/02/2026) ,INE248U14RZ9,CRISIL A1+,3000.0,14861.235,0.007,Axis Mutual Fund,AXISMMF,
Aditya Birla Capital Limited (27/02/2026) ,INE674K14AX8,ICRA A1+,3000.0,14835.45,0.007,Axis Mutual Fund,AXISMMF,
Infina Finance Private Limited (30/04/2026) ,INE879F14MB4,CRISIL A1+,3000.0,14641.62,0.0069,Axis Mutual Fund,AXISMMF,
360 One Prime Limited (29/05/2026) ,INE248U14SL7,CRISIL A1+,3000.0,14522.145,0.0068,Axis Mutual Fund,AXISMMF,
Infina Finance Private Limited (17/02/2026) ,INE879F14KJ1,CRISIL A1+,2500.0,12378.9375,0.0058,Axis Mutual Fund,AXISMMF,
Birla Group Holdings Private Limited (23/01/2026) ,INE09OL14GH3,CRISIL A1+,2000.0,9951.09,0.0047,Axis Mutual Fund,AXISMMF,
Credila Financial Services Limited (23/01/2026) ,INE539K14BU7,CRISIL A1+,2000.0,9948.53,0.0047,Axis Mutual Fund,AXISMMF,
Arka Fincap Limited (27/02/2026) ,INE03W114708,CRISIL A1+,2000.0,9872.06,0.0047,Axis Mutual Fund,AXISMMF,
Motilal Oswal Financial Services Limited (06/03/2026) ,INE338I14KT1,ICRA A1+,2000.0,9871.43,0.0047,Axis Mutual Fund,AXISMMF,
Truhome Finance Limited (30/04/2026) ,INE432R14303,CARE A1+,2000.0,9757.68,0.0046,Axis Mutual Fund,AXISMMF,
Barclays Investments & Loans (India) Private Limited (12/06/2026) ,INE704I14KS6,CRISIL A1+,2000.0,9683.23,0.0046,Axis Mutual Fund,AXISMMF,
Motilal Oswal Financial Services Limited (12/06/2026) ,INE338I14KS3,ICRA A1+,2000.0,9671.87,0.0046,Axis Mutual Fund,AXISMMF,
Birla Group Holdings Private Limited (06/02/2026) ,INE09OL14GM3,CRISIL A1+,1500.0,7443.105,0.0035,Axis Mutual Fund,AXISMMF,
Pilani Investment and Industries Corporation Limited (06/02/2026) ,INE417C14868,CRISIL A1+,1500.0,7442.73,0.0035,Axis Mutual Fund,AXISMMF,
Godrej Finance Limited (17/02/2026) ,INE02KN14440,CRISIL A1+,1500.0,7427.8275,0.0035,Axis Mutual Fund,AXISMMF,
National Bank For Agriculture and Rural Development (02/03/2026) ,INE261F14OD7,CRISIL A1+,1500.0,7419.27,0.0035,Axis Mutual Fund,AXISMMF,
Standard Chartered Capital Limited (29/05/2026) ,INE403G14TR2,CRISIL A1+,1500.0,7281.7575,0.0034,Axis Mutual Fund,AXISMMF,
Standard Chartered Capital Limited (05/06/2026) ,INE403G14TQ4,CRISIL A1+,1500.0,7272.075,0.0034,Axis Mutual Fund,AXISMMF,
Standard Chartered Capital Limited (27/02/2026) ,INE403G14TF7,CRISIL A1+,1400.0,6920.186,0.0033,Axis Mutual Fund,AXISMMF,
Piramal Finance Limited (20/02/2026) ,INE140A146J5,CRISIL A1+,1000.0,4946.225,0.0023,Axis Mutual Fund,AXISMMF,
Godrej Finance Limited (27/02/2026) ,INE02KN14465,CRISIL A1+,1000.0,4942.74,0.0023,Axis Mutual Fund,AXISMMF,
Motilal Oswal Finvest Limited (15/06/2026) ,INE01WN14BU3,CRISIL A1+,1000.0,4831.455,0.0023,Axis Mutual Fund,AXISMMF,
Small Industries Dev Bank of India (03/03/2026) ,INE556F14LG9,CRISIL A1+,500.0,2472.6375,0.0012,Axis Mutual Fund,AXISMMF,
