Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating,Reporting Date
Birla Group Holdings Private Limited (11/02/2026) ,INE09OL14IC0,CRISIL A1+,3000.0,14831.415,0.0037,Axis Mutual Fund,AXISLFA,,2020-12-12
IIFL Finance Limited (06/02/2026) ,INE530B14FR2,CRISIL A1+,3000.0,14809.875,0.0037,Axis Mutual Fund,AXISLFA,,2020-12-12
Tata Projects Limited (09/03/2026) ,INE725H14DG3,CRISIL A1+,3000.0,14785.275,0.0037,Axis Mutual Fund,AXISLFA,,2020-12-12
Julius Baer Capital India Pvt Ltd (16/12/2025) ,INE824H14SJ6,CRISIL A1+,2500.0,12493.7125,0.0031,Axis Mutual Fund,AXISLFA,,2020-12-12
ICICI Home Finance Company Limited (24/02/2026) ,INE071G14HG5,ICRA A1+,2500.0,12347.2625,0.003,Axis Mutual Fund,AXISLFA,,2020-12-12
Indian Oil Corporation Limited (16/12/2025) ,INE242A14YO4,CRISIL A1+,2000.0,9995.37,0.0025,Axis Mutual Fund,AXISLFA,,2020-12-12
Julius Baer Capital India Pvt Ltd (23/12/2025) ,INE824H14RF6,CRISIL A1+,2000.0,9983.42,0.0025,Axis Mutual Fund,AXISLFA,,2020-12-12
IIFL Finance Limited (31/12/2025) ,INE530B14FI1,CRISIL A1+,2000.0,9960.98,0.0025,Axis Mutual Fund,AXISLFA,,2020-12-12
Bharti Telecom Limited (13/02/2026) ,INE403D14551,CRISIL A1+,2000.0,9885.4,0.0024,Axis Mutual Fund,AXISLFA,,2020-12-12
ICICI Securities Limited (02/03/2026) ,INE763G14C61,CRISIL A1+,2000.0,9858.74,0.0024,Axis Mutual Fund,AXISLFA,,2020-12-12
Nuvoco Vistas Corporation Limited (12/03/2026),INE118D14AC5,CRISIL A1+,2000.0,9852.25,0.0024,Axis Mutual Fund,AXISLFA,,2020-12-12
Nu Vista Limited (12/03/2026),INE973U14284,CRISIL A1+,2000.0,9851.08,0.0024,Axis Mutual Fund,AXISLFA,,2020-12-12
360 One WAM Limited (05/03/2026) ,INE466L14FL1,ICRA A1+,2000.0,9842.13,0.0024,Axis Mutual Fund,AXISLFA,,2020-12-12
Birla Group Holdings Private Limited (06/02/2026) ,INE09OL14GM3,CRISIL A1+,1500.0,7422.66,0.0018,Axis Mutual Fund,AXISLFA,,2020-12-12
Godrej Industries Limited (13/03/2026),INE233A145U2,CRISIL A1+,1500.0,7389.765,0.0018,Axis Mutual Fund,AXISLFA,,2020-12-12
Godrej Industries Limited (12/03/2026) ,INE233A145T4,CRISIL A1+,1500.0,7388.3925,0.0018,Axis Mutual Fund,AXISLFA,,2020-12-12
ICICI Securities Limited (20/02/2026) ,INE763G14XZ4,CRISIL A1+,1200.0,5925.288,0.0015,Axis Mutual Fund,AXISLFA,,2020-12-12
Piramal Finance Limited (05/02/2026) ,INE140A146I7,CRISIL A1+,1000.0,4946.795,0.0012,Axis Mutual Fund,AXISLFA,,2020-12-12
Piramal Finance Limited (16/02/2026) ,INE202B14PB1,CRISIL A1+,1000.0,4936.31,0.0012,Axis Mutual Fund,AXISLFA,,2020-12-12
Barclays Investments & Loans (India) Private Limited (27/02/2026) ,INE704I14KM9,CRISIL A1+,600.0,2958.36,0.0007,Axis Mutual Fund,AXISLFA,,2020-12-12
ICICI Securities Limited (30/01/2026) ,INE763G14ZL9,CRISIL A1+,400.0,1982.778,0.0005,Axis Mutual Fund,AXISLFA,,2020-12-12
Sub Total,,,,1682024.626,0.4152,Axis Mutual Fund,AXISLFA,,2020-12-12
91 Days Tbill (MD 19/02/2026),IN002025X349,Sovereign,130807200.0,129542.8176,0.032,Axis Mutual Fund,AXISLFA,,2020-12-12
91 Days Tbill (MD 29/01/2026),IN002025X315,Sovereign,95000000.0,94362.075,0.0233,Axis Mutual Fund,AXISLFA,,2020-12-12
91 Days Tbill (MD 15/01/2026),IN002025X299,Sovereign,75000000.0,74644.35,0.0184,Axis Mutual Fund,AXISLFA,,2020-12-12
91 Days Tbill (MD 26/02/2026),IN002025X356,Sovereign,52500000.0,51935.4675,0.0128,Axis Mutual Fund,AXISLFA,,2020-12-12
91 Days Tbill (MD 12/03/2026),IN002025X372,Sovereign,40000000.0,39492.52,0.0097,Axis Mutual Fund,AXISLFA,,2020-12-12
182 Days Tbill (MD 05/03/2026),IN002025Y230,Sovereign,38834100.0,38379.6634,0.0095,Axis Mutual Fund,AXISLFA,,2020-12-12
91 Days Tbill (MD 18/12/2025),IN002025X257,Sovereign,15000000.0,14989.425,0.0037,Axis Mutual Fund,AXISLFA,,2020-12-12
91 Days Tbill (MD 02/01/2026),IN002025X273,Sovereign,9000000.0,8974.431,0.0022,Axis Mutual Fund,AXISLFA,,2020-12-12
182 Days Tbill (MD 29/01/2026),IN002025Y180,Sovereign,4500000.0,4469.7825,0.0011,Axis Mutual Fund,AXISLFA,,2020-12-12
364 Days Tbill (MD 01/01/2026),IN002024Z388,Sovereign,1000000.0,997.266,0.0002,Axis Mutual Fund,AXISLFA,,2020-12-12
Sub Total,,,,457787.798,0.113,Axis Mutual Fund,AXISLFA,,2020-12-12
Total,,,,3636735.295,0.8978,Axis Mutual Fund,AXISLFA,,2020-12-12
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,81627.708,9398.5055,0.0023,Axis Mutual Fund,AXISLFA,,2020-12-12
Sub Total,,,,9398.5055,0.0023,Axis Mutual Fund,AXISLFA,,2020-12-12
Total,,,,9398.5055,0.0023,Axis Mutual Fund,AXISLFA,,2020-12-12
Clearing Corporation of India Ltd,,,,250765.6344,0.0619,Axis Mutual Fund,AXISLFA,,2020-12-12
Clearing Corporation of India Ltd,,,,99957.4,0.0247,Axis Mutual Fund,AXISLFA,,2020-12-12
Sub Total,,,,350723.0344,0.0866,Axis Mutual Fund,AXISLFA,,2020-12-12
Total,,,,350723.0344,0.0866,Axis Mutual Fund,AXISLFA,,2020-12-12
Net Receivables / (Payables),,,,1322.8617,0.0003,Axis Mutual Fund,AXISLFA,,2020-12-12
GRAND TOTAL,,,,4050703.4,1.0,Axis Mutual Fund,AXISLFA,,2020-12-12
6.48% Government of India (06/10/2035),IN0020250091,,15500000.0,15374.233,0.2254,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
6.9% Government of India (15/04/2065),IN0020250018,,9000000.0,8411.301,0.1233,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
7.43% Maharashtra State Development Loans (03/12/2040),IN2220250392,,7500000.0,7520.205,0.1103,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
7.24% Government of India (18/08/2055),IN0020250075,,4500000.0,4444.065,0.0652,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
7.34% Government of India (22/04/2064),IN0020240035,,4494700.0,4431.7922,0.065,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
6.79% Government of India (07/10/2034),IN0020240126,,4114800.0,4151.2818,0.0609,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
7.1% Government of India (08/04/2034),IN0020240019,,3500000.0,3597.3,0.0527,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
7.09% Government of India (25/11/2074),IN0020240142,,3643000.0,3469.3746,0.0509,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
6.68% Government of India (07/07/2040),IN0020250042,,2857000.0,2769.5415,0.0406,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
7.09% Government of India (05/08/2054),IN0020240118,,2500000.0,2411.6525,0.0354,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
7.94% Haryana State Development Loans (29/06/2034),IN1620220120,,1500000.0,1561.044,0.0229,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
7.49% Haryana State Development Loans (27/03/2035),IN1620230426,,1483000.0,1500.7115,0.022,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
6.33% Government of India (05/05/2035),IN0020250026,,1200000.0,1176.6612,0.0173,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
7.44% Madhya Pradesh State Development Loans (03/12/2038),IN2120250260,,1000000.0,1000.006,0.0147,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
7.54% Government of India (23/05/2036),IN0020220029,,500000.0,526.012,0.0077,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
7.46% Government of India (06/11/2073),IN0020230127,,500000.0,503.3335,0.0074,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
6.76% Maharashtra State Development Loans (23/04/2037),IN2220250012,,424800.0,405.2745,0.0059,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
7.39% Chhatisgarh State Development Loans (13/03/2033),IN3520230241,,235700.0,237.5964,0.0035,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
7.18% Government of India (14/08/2033),IN0020230085,,200000.0,206.349,0.003,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
7.05% Andhra Pradesh State Development Loans (01/09/2035),IN1020210234,,200000.0,196.5242,0.0029,Axis Mutual Fund,AXISM10,Sovereign,2020-12-12
Sub Total,,,,63894.2589,0.9368,Axis Mutual Fund,AXISM10,,2020-12-12
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISM10,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISM10,,2020-12-12
Total,,,,63894.2589,0.9368,Axis Mutual Fund,AXISM10,,2020-12-12
Clearing Corporation of India Ltd,,,,5799.9847,0.085,Axis Mutual Fund,AXISM10,,2020-12-12
Sub Total,,,,5799.9847,0.085,Axis Mutual Fund,AXISM10,,2020-12-12
Total,,,,5799.9847,0.085,Axis Mutual Fund,AXISM10,,2020-12-12
Net Receivables / (Payables),,,,-1491.8036,-0.0218,Axis Mutual Fund,AXISM10,,2020-12-12
GRAND TOTAL,,,,68202.44,1.0,Axis Mutual Fund,AXISM10,,2020-12-12
7.42% West Bengal State Development Loans (09/11/2026),IN3420160092,Sovereign,10685400.0,10832.773,0.0044,Axis Mutual Fund,AXISMMF,,2020-12-12
6.90% Government of India (04/02/2026),IN0020089069,Sovereign,9500000.0,9514.915,0.0039,Axis Mutual Fund,AXISMMF,,2020-12-12
8.08% Maharastra State Development Loans(15/06/2026),IN2220160013,Sovereign,7745000.0,7837.0493,0.0032,Axis Mutual Fund,AXISMMF,,2020-12-12
8.07% Rajasthan State Development Loans (15/06/2026),IN2920160032,Sovereign,7500000.0,7587.8625,0.0031,Axis Mutual Fund,AXISMMF,,2020-12-12
8.69% Tamilnadu State Development Loans (24/02/2026),IN3120150203,Sovereign,6500000.0,6538.0705,0.0027,Axis Mutual Fund,AXISMMF,,2020-12-12
8.83% Uttar Pradesh State Development Loans (24/02/2026),IN3320150383,Sovereign,3500000.0,3520.9825,0.0014,Axis Mutual Fund,AXISMMF,,2020-12-12
8.38% Tamil Nadu State Development Loans (27/01/2026),IN3120150187,Sovereign,800000.0,802.6712,0.0003,Axis Mutual Fund,AXISMMF,,2020-12-12
8.60% Bihar State Development Loans (09/03/2026),IN1320150056,Sovereign,500000.0,503.5245,0.0002,Axis Mutual Fund,AXISMMF,,2020-12-12
Sub Total,,,,47137.8486,0.0193,Axis Mutual Fund,AXISMMF,,2020-12-12
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISMMF,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISMMF,,2020-12-12
Total,,,,47137.8486,0.0193,Axis Mutual Fund,AXISMMF,,2020-12-12
National Bank For Agriculture and Rural Development (25/03/2026) ,INE261F16AA7,CRISIL A1+,17000.0,83579.31,0.0342,Axis Mutual Fund,AXISMMF,,2020-12-12
HDFC Bank Limited (19/05/2026) ,INE040A16GW7,CARE A1+,12500.0,60830.6875,0.0249,Axis Mutual Fund,AXISMMF,,2020-12-12
Punjab National Bank (25/03/2026) ,INE160A16RP4,CRISIL A1+,11600.0,57032.56,0.0233,Axis Mutual Fund,AXISMMF,,2020-12-12
Bank of India (10/03/2026) ,INE084A16EK5,CRISIL A1+,10000.0,49282.9,0.0201,Axis Mutual Fund,AXISMMF,,2020-12-12
HDFC Bank Limited (02/04/2026) ,INE040A16HC7,CARE A1+,10000.0,49056.8,0.0201,Axis Mutual Fund,AXISMMF,,2020-12-12
Bank of Baroda (15/05/2026) ,INE028A16KJ1,CARE A1+,10000.0,48703.65,0.0199,Axis Mutual Fund,AXISMMF,,2020-12-12
HDFC Bank Limited (04/06/2026) ,INE040A16HT1,CARE A1+,10000.0,48532.4,0.0198,Axis Mutual Fund,AXISMMF,,2020-12-12
Small Industries Dev Bank of India (13/10/2026) ,INE556F16BL5,CARE A1+,10000.0,47364.8,0.0194,Axis Mutual Fund,AXISMMF,,2020-12-12
Canara Bank (15/05/2026) ,INE476A16E79,CRISIL A1+,9500.0,46268.4675,0.0189,Axis Mutual Fund,AXISMMF,,2020-12-12
Small Industries Dev Bank of India (27/02/2026),INE556F16BB6,CARE A1+,9000.0,44434.53,0.0182,Axis Mutual Fund,AXISMMF,,2020-12-12
Canara Bank (12/03/2026) ,INE476A16B23,CRISIL A1+,8000.0,39419.92,0.0161,Axis Mutual Fund,AXISMMF,,2020-12-12
IDFC First Bank Limited (09/06/2026) ,INE092T16YR1,CRISIL A1+,8000.0,38772.84,0.0158,Axis Mutual Fund,AXISMMF,,2020-12-12
Indian Bank (12/03/2026) ,INE562A16OI3,CRISIL A1+,7500.0,36956.175,0.0151,Axis Mutual Fund,AXISMMF,,2020-12-12
Punjab National Bank (18/03/2026),INE160A16RK5,CARE A1+,7500.0,36918.675,0.0151,Axis Mutual Fund,AXISMMF,,2020-12-12
IndusInd Bank Limited (20/01/2026) ,INE095A16X93,CRISIL A1+,7000.0,34770.855,0.0142,Axis Mutual Fund,AXISMMF,,2020-12-12
Union Bank of India (15/05/2026) ,INE692A16KC9,IND A1+,7000.0,34092.52,0.0139,Axis Mutual Fund,AXISMMF,,2020-12-12
Kotak Mahindra Bank Limited (18/05/2026) ,INE237AD6059,CRISIL A1+,7000.0,34078.065,0.0139,Axis Mutual Fund,AXISMMF,,2020-12-12
Union Bank of India (20/05/2026) ,INE692A16KF2,IND A1+,7000.0,34063.68,0.0139,Axis Mutual Fund,AXISMMF,,2020-12-12
Canara Bank (12/06/2026) ,INE476A16E20,CRISIL A1+,7000.0,33931.52,0.0139,Axis Mutual Fund,AXISMMF,,2020-12-12
IDFC First Bank Limited (27/02/2026) ,INE092T16YX9,CRISIL A1+,6000.0,29620.68,0.0121,Axis Mutual Fund,AXISMMF,,2020-12-12
Bank of Baroda (11/03/2026) ,INE028A16HZ3,IND A1+,6000.0,29568.69,0.0121,Axis Mutual Fund,AXISMMF,,2020-12-12
HDFC Bank Limited (24/03/2026) ,INE040A16GS5,CRISIL A1+,6000.0,29504.55,0.0121,Axis Mutual Fund,AXISMMF,,2020-12-12
Kotak Mahindra Bank Limited (18/02/2026) ,INE237A165Z5,CRISIL A1+,5000.0,24723.625,0.0101,Axis Mutual Fund,AXISMMF,,2020-12-12
IndusInd Bank Limited (15/05/2026) ,INE095A160C6,CRISIL A1+,5000.0,24327.975,0.0099,Axis Mutual Fund,AXISMMF,,2020-12-12
Small Industries Dev Bank of India (20/05/2026) ,INE556F16BI1,CRISIL A1+,5000.0,24326.1,0.0099,Axis Mutual Fund,AXISMMF,,2020-12-12
Kotak Mahindra Bank Limited (31/08/2026) ,INE237AD6075,CRISIL A1+,5000.0,23885.55,0.0098,Axis Mutual Fund,AXISMMF,,2020-12-12
Indian Bank (30/10/2026) ,INE562A16PU5,CRISIL A1+,5000.0,23631.45,0.0097,Axis Mutual Fund,AXISMMF,,2020-12-12
Small Industries Dev Bank of India (11/03/2026) ,INE556F16BD2,CARE A1+,4000.0,19710.88,0.0081,Axis Mutual Fund,AXISMMF,,2020-12-12
National Bank For Agriculture and Rural Development (13/03/2026) ,INE261F16983,CRISIL A1+,4000.0,19705.54,0.0081,Axis Mutual Fund,AXISMMF,,2020-12-12
Bank of Baroda (06/04/2026) ,INE028A16JG9,IND A1+,4000.0,19611.06,0.008,Axis Mutual Fund,AXISMMF,,2020-12-12
HDFC Bank Limited (05/08/2026) ,INE040A16HF0,CRISIL A1+,4000.0,19184.78,0.0078,Axis Mutual Fund,AXISMMF,,2020-12-12
Small Industries Dev Bank of India (27/10/2026) ,INE556F16BN1,CARE A1+,4000.0,18900.04,0.0077,Axis Mutual Fund,AXISMMF,,2020-12-12
Bank of Baroda (05/06/2026) ,INE028A16KR4,CARE A1+,3800.0,18441.742,0.0075,Axis Mutual Fund,AXISMMF,,2020-12-12
Bank of Baroda (24/02/2026),INE028A16JJ3,IND A1+,3500.0,17289.2475,0.0071,Axis Mutual Fund,AXISMMF,,2020-12-12
IDBI Bank Limited (23/02/2026) ,INE008A16X99,CRISIL A1+,3000.0,14818.92,0.0061,Axis Mutual Fund,AXISMMF,,2020-12-12
National Bank For Agriculture and Rural Development (27/02/2026),INE261F16967,CRISIL A1+,3000.0,14811.27,0.0061,Axis Mutual Fund,AXISMMF,,2020-12-12
National Bank For Agriculture and Rural Development (10/03/2026) ,INE261F16975,IND A1+,3000.0,14786.415,0.006,Axis Mutual Fund,AXISMMF,,2020-12-12
Indian Bank (30/04/2026) ,INE562A16PQ3,CRISIL A1+,3000.0,14649.405,0.006,Axis Mutual Fund,AXISMMF,,2020-12-12
HDFC Bank Limited (11/09/2026) ,INE040A16HN4,CARE A1+,3000.0,14296.83,0.0058,Axis Mutual Fund,AXISMMF,,2020-12-12
HDFC Bank Limited (13/11/2026) ,INE040A16HW5,CARE A1+,3000.0,14140.215,0.0058,Axis Mutual Fund,AXISMMF,,2020-12-12
Bank of Baroda (13/03/2026) ,INE028A16IC0,IND A1+,2500.0,12316.2625,0.005,Axis Mutual Fund,AXISMMF,,2020-12-12
Canara Bank (18/03/2026) ,INE476A16B64,CRISIL A1+,2500.0,12305.9125,0.005,Axis Mutual Fund,AXISMMF,,2020-12-12
Small Industries Dev Bank of India (06/11/2026),INE556F16BQ4,CARE A1+,2400.0,11320.452,0.0046,Axis Mutual Fund,AXISMMF,,2020-12-12
Union Bank of India (20/02/2026) ,INE692A16IU5,IND A1+,2000.0,9886.0,0.004,Axis Mutual Fund,AXISMMF,,2020-12-12
The Federal Bank Limited (20/02/2026) ,INE171A16MU2,CRISIL A1+,2000.0,9885.03,0.004,Axis Mutual Fund,AXISMMF,,2020-12-12
HDFC Bank Limited (12/03/2026) ,INE040A16GN6,CRISIL A1+,2000.0,9854.8,0.004,Axis Mutual Fund,AXISMMF,,2020-12-12
Bank of Baroda (20/05/2026) ,INE028A16JZ9,IND A1+,2000.0,9732.48,0.004,Axis Mutual Fund,AXISMMF,,2020-12-12
Bank of Baroda (25/05/2026) ,INE028A16JR6,IND A1+,2000.0,9724.25,0.004,Axis Mutual Fund,AXISMMF,,2020-12-12
Canara Bank (29/05/2026) ,INE476A16F03,CRISIL A1+,2000.0,9717.67,0.004,Axis Mutual Fund,AXISMMF,,2020-12-12
Union Bank of India (01/06/2026) ,INE692A16KH8,IND A1+,2000.0,9712.74,0.004,Axis Mutual Fund,AXISMMF,,2020-12-12
Small Industries Dev Bank of India (04/12/2026) ,INE556F16BS0,CARE A1+,2000.0,9388.32,0.0038,Axis Mutual Fund,AXISMMF,,2020-12-12
Kotak Mahindra Bank Limited (15/01/2026) ,INE237A162Z2,CRISIL A1+,1600.0,7956.448,0.0033,Axis Mutual Fund,AXISMMF,,2020-12-12
Union Bank of India (22/12/2025) ,INE692A16JU3,ICRA A1+,1500.0,7489.6275,0.0031,Axis Mutual Fund,AXISMMF,,2020-12-12
National Bank For Agriculture and Rural Development (23/01/2026) ,INE261F16918,CRISIL A1+,1500.0,7448.3775,0.003,Axis Mutual Fund,AXISMMF,,2020-12-12
Small Industries Dev Bank of India (17/03/2026) ,INE556F16BE0,CRISIL A1+,1500.0,7384.2675,0.003,Axis Mutual Fund,AXISMMF,,2020-12-12
Small Industries Dev Bank of India (05/05/2026) ,INE556F16BH3,CRISIL A1+,1500.0,7316.55,0.003,Axis Mutual Fund,AXISMMF,,2020-12-12
Bank of Baroda (16/09/2026) ,INE028A16KC6,IND A1+,1500.0,7146.135,0.0029,Axis Mutual Fund,AXISMMF,,2020-12-12
Bank of Baroda (06/03/2026),INE028A16HW0,CRISIL A1+,1100.0,5425.3595,0.0022,Axis Mutual Fund,AXISMMF,,2020-12-12
Small Industries Dev Bank of India (06/03/2026) ,INE556F16BC4,CRISIL A1+,1000.0,4931.795,0.002,Axis Mutual Fund,AXISMMF,,2020-12-12
Kotak Mahindra Bank Limited (13/03/2026) ,INE237A167Z1,CRISIL A1+,1000.0,4926.685,0.002,Axis Mutual Fund,AXISMMF,,2020-12-12
Indian Bank (06/05/2026) ,INE562A16OS2,CRISIL A1+,1000.0,4878.18,0.002,Axis Mutual Fund,AXISMMF,,2020-12-12
Canara Bank (21/01/2026) ,INE476A16A08,CRISIL A1+,500.0,2483.6775,0.001,Axis Mutual Fund,AXISMMF,,2020-12-12
Canara Bank (27/01/2026) ,INE476A16E12,CRISIL A1+,500.0,2481.1875,0.001,Axis Mutual Fund,AXISMMF,,2020-12-12
Small Industries Dev Bank of India (06/02/2026),INE556F16BA8,CARE A1+,500.0,2477.0025,0.001,Axis Mutual Fund,AXISMMF,,2020-12-12
Punjab National Bank (08/01/2026) ,INE160A16QT8,CRISIL A1+,100.0,497.872,0.0002,Axis Mutual Fund,AXISMMF,,2020-12-12
Sub Total,,,,1474712.401,0.6028,Axis Mutual Fund,AXISMMF,,2020-12-12
Bajaj Housing Finance Limited (20/01/2026) ,INE377Y14BA5,CRISIL A1+,9500.0,47195.3825,0.0193,Axis Mutual Fund,AXISMMF,,2020-12-12
Small Industries Dev Bank of India (03/06/2026) ,INE556F14LT2,CRISIL A1+,6000.0,29118.39,0.0119,Axis Mutual Fund,AXISMMF,,2020-12-12
Bharti Telecom Limited (13/02/2026) ,INE403D14551,CRISIL A1+,5000.0,24713.5,0.0101,Axis Mutual Fund,AXISMMF,,2020-12-12
Kotak Securities Limited (27/02/2026) ,INE028E14SR4,ICRA A1+,5000.0,24657.625,0.0101,Axis Mutual Fund,AXISMMF,,2020-12-12
HDFC Securities Limited (27/02/2026) ,INE700G14RA1,CARE A1+,5000.0,24657.05,0.0101,Axis Mutual Fund,AXISMMF,,2020-12-12
Birla Group Holdings Private Limited (05/03/2026) ,INE09OL14HF5,CRISIL A1+,5000.0,24621.65,0.0101,Axis Mutual Fund,AXISMMF,,2020-12-12
Piramal Finance Limited (12/03/2026) ,INE140A146N7,CRISIL A1+,5000.0,24568.975,0.01,Axis Mutual Fund,AXISMMF,,2020-12-12
Muthoot Finance Limited (12/06/2026) ,INE414G14UW7,CRISIL A1+,5000.0,24145.975,0.0099,Axis Mutual Fund,AXISMMF,,2020-12-12
Motilal Oswal Finvest Limited (12/06/2026) ,INE01WN14BW9,CRISIL A1+,5000.0,24110.475,0.0099,Axis Mutual Fund,AXISMMF,,2020-12-12
Tata Teleservices (Maharashtra) Limited (17/11/2026) ,INE517B14AG3,CRISIL A1+,5000.0,23473.9,0.0096,Axis Mutual Fund,AXISMMF,,2020-12-12
360 One Prime Limited (20/02/2026) ,INE248U14RY2,CRISIL A1+,4000.0,19731.82,0.0081,Axis Mutual Fund,AXISMMF,,2020-12-12
Bajaj Finance Limited (05/03/2026) ,INE296A14D88,CRISIL A1+,4000.0,19710.84,0.0081,Axis Mutual Fund,AXISMMF,,2020-12-12
Tata Capital Limited (19/05/2026) ,INE976I14PY7,CRISIL A1+,4000.0,19439.36,0.0079,Axis Mutual Fund,AXISMMF,,2020-12-12
Muthoot Finance Limited (17/06/2026) ,INE414G14UX5,CRISIL A1+,4000.0,19298.56,0.0079,Axis Mutual Fund,AXISMMF,,2020-12-12
Nuvama Wealth And Invest Ltd (15/12/2025) ,INE523L14989,CRISIL A1+,3000.0,14994.57,0.0061,Axis Mutual Fund,AXISMMF,,2020-12-12
360 One Prime Limited (13/02/2026) ,INE248U14RZ9,CRISIL A1+,3000.0,14818.395,0.0061,Axis Mutual Fund,AXISMMF,,2020-12-12
Aditya Birla Capital Limited (27/02/2026) ,INE674K14AX8,ICRA A1+,3000.0,14797.275,0.006,Axis Mutual Fund,AXISMMF,,2020-12-12
Infina Finance Private Limited (30/04/2026) ,INE879F14MB4,CRISIL A1+,3000.0,14602.23,0.006,Axis Mutual Fund,AXISMMF,,2020-12-12
360 One Prime Limited (29/05/2026) ,INE248U14SL7,CRISIL A1+,3000.0,14487.93,0.0059,Axis Mutual Fund,AXISMMF,,2020-12-12
Kotak Securities Limited (18/12/2025) ,INE028E14SX2,CRISIL A1+,2500.0,12489.9,0.0051,Axis Mutual Fund,AXISMMF,,2020-12-12
Infina Finance Private Limited (17/02/2026) ,INE879F14KJ1,CRISIL A1+,2500.0,12346.625,0.005,Axis Mutual Fund,AXISMMF,,2020-12-12
Birla Group Holdings Private Limited (23/01/2026) ,INE09OL14GH3,CRISIL A1+,2000.0,9923.37,0.0041,Axis Mutual Fund,AXISMMF,,2020-12-12
Credila Financial Services Limited (23/01/2026) ,INE539K14BU7,CRISIL A1+,2000.0,9920.05,0.0041,Axis Mutual Fund,AXISMMF,,2020-12-12
Motilal Oswal Financial Services Limited (06/03/2026) ,INE338I14KT1,ICRA A1+,2000.0,9843.87,0.004,Axis Mutual Fund,AXISMMF,,2020-12-12
Arka Fincap Limited (27/02/2026) ,INE03W114708,CRISIL A1+,2000.0,9842.61,0.004,Axis Mutual Fund,AXISMMF,,2020-12-12
Truhome Finance Limited (30/04/2026) ,INE432R14303,CARE A1+,2000.0,9732.13,0.004,Axis Mutual Fund,AXISMMF,,2020-12-12
Barclays Investments & Loans (India) Private Limited (12/06/2026) ,INE704I14KS6,CRISIL A1+,2000.0,9659.89,0.0039,Axis Mutual Fund,AXISMMF,,2020-12-12
Motilal Oswal Financial Services Limited (12/06/2026) ,INE338I14KS3,ICRA A1+,2000.0,9647.65,0.0039,Axis Mutual Fund,AXISMMF,,2020-12-12
Pilani Investment and Industries Corporation Limited (06/02/2026) ,INE417C14868,CRISIL A1+,1500.0,7423.2675,0.003,Axis Mutual Fund,AXISMMF,,2020-12-12
Birla Group Holdings Private Limited (06/02/2026) ,INE09OL14GM3,CRISIL A1+,1500.0,7422.66,0.003,Axis Mutual Fund,AXISMMF,,2020-12-12
Godrej Finance Limited (17/02/2026) ,INE02KN14440,CRISIL A1+,1500.0,7407.9825,0.003,Axis Mutual Fund,AXISMMF,,2020-12-12
National Bank For Agriculture and Rural Development (02/03/2026),INE261F14OD7,CRISIL A1+,1500.0,7402.35,0.003,Axis Mutual Fund,AXISMMF,,2020-12-12
Standard Chartered Capital Limited (29/05/2026) ,INE403G14TR2,CRISIL A1+,1500.0,7264.0275,0.003,Axis Mutual Fund,AXISMMF,,2020-12-12
Standard Chartered Capital Limited (05/06/2026) ,INE403G14TQ4,CRISIL A1+,1500.0,7254.465,0.003,Axis Mutual Fund,AXISMMF,,2020-12-12
Standard Chartered Capital Limited (27/02/2026) ,INE403G14TF7,CRISIL A1+,1400.0,6903.617,0.0028,Axis Mutual Fund,AXISMMF,,2020-12-12
Bajaj Financial Securities Limited (18/12/2025) ,INE01C314CU9,CRISIL A1+,1000.0,4995.96,0.002,Axis Mutual Fund,AXISMMF,,2020-12-12
Piramal Finance Limited (20/02/2026) ,INE140A146J5,CRISIL A1+,1000.0,4932.445,0.002,Axis Mutual Fund,AXISMMF,,2020-12-12
Godrej Finance Limited (27/02/2026) ,INE02KN14465,CRISIL A1+,1000.0,4929.485,0.002,Axis Mutual Fund,AXISMMF,,2020-12-12
