Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating,Reporting Date
Bank of Baroda (24/02/2026),INE028A16JJ3,IND A1+,1500.0,7404.015,0.002,Axis Mutual Fund,AXISLFA,,2020-12-05
National Bank For Agriculture and Rural Development (20/01/2026) ,INE261F16892,CRISIL A1+,1000.0,4962.955,0.0013,Axis Mutual Fund,AXISLFA,,2020-12-05
Canara Bank (03/02/2026) ,INE476A16A24,CRISIL A1+,1000.0,4951.735,0.0013,Axis Mutual Fund,AXISLFA,,2020-12-05
Bank of Baroda (06/02/2026) ,INE028A16JM7,IND A1+,1000.0,4949.265,0.0013,Axis Mutual Fund,AXISLFA,,2020-12-05
IDFC First Bank Limited (27/01/2026),INE092T16XY9,CRISIL A1+,500.0,2478.6725,0.0007,Axis Mutual Fund,AXISLFA,,2020-12-05
HDFC Bank Limited (06/02/2026),INE040A16GF2,CARE A1+,500.0,2474.59,0.0007,Axis Mutual Fund,AXISLFA,,2020-12-05
Canara Bank (27/02/2026),INE476A16D96,CRISIL A1+,100.0,493.3475,0.0001,Axis Mutual Fund,AXISLFA,,2020-12-05
Sub Total,,,,1419785.908,0.3858,Axis Mutual Fund,AXISLFA,,2020-12-05
Small Industries Dev Bank of India (12/02/2026) ,INE556F14LQ8,CRISIL A1+,20000.0,98880.9,0.0269,Axis Mutual Fund,AXISLFA,,2020-12-05
Export Import Bank of India (13/02/2026) ,INE514E14SX1,CRISIL A1+,20000.0,98871.1,0.0269,Axis Mutual Fund,AXISLFA,,2020-12-05
Small Industries Dev Bank of India (24/02/2026) ,INE556F14LS4,CRISIL A1+,20000.0,98711.6,0.0268,Axis Mutual Fund,AXISLFA,,2020-12-05
Reliance Industries Limited (24/12/2025) ,INE002A14LN1,CRISIL A1+,17000.0,84755.71,0.023,Axis Mutual Fund,AXISLFA,,2020-12-05
Export Import Bank of India (26/02/2026) ,INE514E14SZ6,CRISIL A1+,15000.0,74015.625,0.0201,Axis Mutual Fund,AXISLFA,,2020-12-05
Tata Steel Limited (16/12/2025) ,INE081A14GH7,ICRA A1+,11000.0,54912.99,0.0149,Axis Mutual Fund,AXISLFA,,2020-12-05
Small Industries Dev Bank of India (15/12/2025) ,INE556F14LL9,CARE A1+,10000.0,49928.5,0.0136,Axis Mutual Fund,AXISLFA,,2020-12-05
Reliance Jio Infocomm Limited (22/12/2025) ,INE110L14UI0,CRISIL A1+,10000.0,49874.1,0.0136,Axis Mutual Fund,AXISLFA,,2020-12-05
Reliance Retail Ventures Limited (11/02/2026) ,INE929O14EH3,CRISIL A1+,10000.0,49445.45,0.0134,Axis Mutual Fund,AXISLFA,,2020-12-05
Mahindra & Mahindra Financial Services Limited (13/02/2026) ,INE774D14TG6,CRISIL A1+,10000.0,49399.55,0.0134,Axis Mutual Fund,AXISLFA,,2020-12-05
Kotak Securities Limited (03/03/2026) ,INE028E14TW2,ICRA A1+,10000.0,49243.55,0.0134,Axis Mutual Fund,AXISLFA,,2020-12-05
ICICI Securities Limited (10/12/2025) ,INE763G14A71,CRISIL A1+,9000.0,44969.58,0.0122,Axis Mutual Fund,AXISLFA,,2020-12-05
ICICI Securities Limited (03/02/2026) ,INE763G14C38,CRISIL A1+,9000.0,44531.46,0.0121,Axis Mutual Fund,AXISLFA,,2020-12-05
Birla Group Holdings Private Limited (24/02/2026) ,INE09OL14IE6,CRISIL A1+,9000.0,44347.32,0.0121,Axis Mutual Fund,AXISLFA,,2020-12-05
Bajaj Finance Limited (09/12/2025) ,INE296A14C22,CRISIL A1+,8000.0,39979.96,0.0109,Axis Mutual Fund,AXISLFA,,2020-12-05
Kotak Securities Limited (17/12/2025) ,INE028E14SW4,ICRA A1+,8000.0,39925.36,0.0108,Axis Mutual Fund,AXISLFA,,2020-12-05
Motilal Oswal Financial Services Limited (28/01/2026) ,INE338I14LE1,ICRA A1+,8000.0,39605.48,0.0108,Axis Mutual Fund,AXISLFA,,2020-12-05
Reliance Jio Infocomm Limited (15/12/2025) ,INE110L14UG4,CRISIL A1+,7000.0,34950.475,0.0095,Axis Mutual Fund,AXISLFA,,2020-12-05
Kotak Securities Limited (18/12/2025) ,INE028E14SX2,CRISIL A1+,6000.0,29938.92,0.0081,Axis Mutual Fund,AXISLFA,,2020-12-05
HDFC Securities Limited (10/02/2026) ,INE700G14QX5,CARE A1+,6000.0,29650.17,0.0081,Axis Mutual Fund,AXISLFA,,2020-12-05
ICICI Securities Limited (13/02/2026) ,INE763G14C95,CRISIL A1+,6000.0,29635.35,0.0081,Axis Mutual Fund,AXISLFA,,2020-12-05
Titan Company Limited (09/12/2025) ,INE280A14484,CARE A1+,5000.0,24988.1,0.0068,Axis Mutual Fund,AXISLFA,,2020-12-05
Kotak Securities Limited (10/12/2025) ,INE028E14SS2,CRISIL A1+,5000.0,24983.15,0.0068,Axis Mutual Fund,AXISLFA,,2020-12-05
Hindalco Industries Limited (15/01/2026) ,INE038A14395,CRISIL A1+,5000.0,24832.65,0.0067,Axis Mutual Fund,AXISLFA,,2020-12-05
Bajaj Finance Limited (12/02/2026) ,INE296A14D47,CRISIL A1+,5000.0,24704.3,0.0067,Axis Mutual Fund,AXISLFA,,2020-12-05
HDFC Securities Limited (17/02/2026) ,INE700G14QY3,CARE A1+,5000.0,24679.175,0.0067,Axis Mutual Fund,AXISLFA,,2020-12-05
Birla Group Holdings Private Limited (10/12/2025) ,INE09OL14HW0,CRISIL A1+,4000.0,19986.54,0.0054,Axis Mutual Fund,AXISLFA,,2020-12-05
L&T Finance Limited (17/12/2025) ,INE498L14ES2,CRISIL A1+,4000.0,19962.26,0.0054,Axis Mutual Fund,AXISLFA,,2020-12-05
Birla Group Holdings Private Limited (18/12/2025) ,INE09OL14HX8,CRISIL A1+,4000.0,19957.22,0.0054,Axis Mutual Fund,AXISLFA,,2020-12-05
ICICI Home Finance Company Limited (26/12/2025) ,INE071G14HC4,ICRA A1+,4000.0,19934.62,0.0054,Axis Mutual Fund,AXISLFA,,2020-12-05
Network18 Media & Investments Limited (11/12/2025) ,INE870H14VZ9,CARE A1+,3000.0,14988.075,0.0041,Axis Mutual Fund,AXISLFA,,2020-12-05
IIFL Finance Limited (12/12/2025) ,INE530B14FE0,CRISIL A1+,3000.0,14980.5,0.0041,Axis Mutual Fund,AXISLFA,,2020-12-05
Dalmia Cement (Bharat) Limited (11/02/2026) ,INE755K14FQ8,CRISIL A1+,3000.0,14832.015,0.004,Axis Mutual Fund,AXISLFA,,2020-12-05
Piramal Capital & Housing Finance Limited (06/02/2026) ,INE516Y14HT5,CRISIL A1+,3000.0,14820.885,0.004,Axis Mutual Fund,AXISLFA,,2020-12-05
Birla Group Holdings Private Limited (11/02/2026) ,INE09OL14IC0,CRISIL A1+,3000.0,14816.7,0.004,Axis Mutual Fund,AXISLFA,,2020-12-05
IIFL Finance Limited (06/02/2026) ,INE530B14FR2,CRISIL A1+,3000.0,14789.73,0.004,Axis Mutual Fund,AXISLFA,,2020-12-05
IIFL Finance Limited (05/03/2026) ,INE530B14EZ8,CRISIL A1+,3000.0,14702.625,0.004,Axis Mutual Fund,AXISLFA,,2020-12-05
Julius Baer Capital India Pvt Ltd (16/12/2025) ,INE824H14SJ6,CRISIL A1+,2500.0,12477.6625,0.0034,Axis Mutual Fund,AXISLFA,,2020-12-05
ICICI Home Finance Company Limited (24/02/2026) ,INE071G14HG5,ICRA A1+,2500.0,12337.4875,0.0034,Axis Mutual Fund,AXISLFA,,2020-12-05
Birla Group Holdings Private Limited (08/12/2025) ,INE09OL14HV2,CRISIL A1+,2000.0,9996.9,0.0027,Axis Mutual Fund,AXISLFA,,2020-12-05
Nuvama Wealth Finance Limited (11/12/2025) ,INE918K14CQ9,CRISIL A1+,2000.0,9990.22,0.0027,Axis Mutual Fund,AXISLFA,,2020-12-05
Indian Oil Corporation Limited (16/12/2025) ,INE242A14YO4,CRISIL A1+,2000.0,9984.13,0.0027,Axis Mutual Fund,AXISLFA,,2020-12-05
Julius Baer Capital India Pvt Ltd (23/12/2025) ,INE824H14RF6,CRISIL A1+,2000.0,9969.19,0.0027,Axis Mutual Fund,AXISLFA,,2020-12-05
IIFL Finance Limited (31/12/2025) ,INE530B14FI1,CRISIL A1+,2000.0,9944.86,0.0027,Axis Mutual Fund,AXISLFA,,2020-12-05
Bharti Telecom Limited (13/02/2026) ,INE403D14551,CRISIL A1+,2000.0,9874.84,0.0027,Axis Mutual Fund,AXISLFA,,2020-12-05
ICICI Securities Limited (02/03/2026) ,INE763G14C61,CRISIL A1+,2000.0,9850.67,0.0027,Axis Mutual Fund,AXISLFA,,2020-12-05
360 One WAM Limited (05/03/2026) ,INE466L14FL1,ICRA A1+,2000.0,9833.83,0.0027,Axis Mutual Fund,AXISLFA,,2020-12-05
360 One WAM Limited (11/12/2025) ,INE466L14EW1,ICRA A1+,1500.0,7493.1,0.002,Axis Mutual Fund,AXISLFA,,2020-12-05
Birla Group Holdings Private Limited (06/02/2026) ,INE09OL14GM3,CRISIL A1+,1500.0,7415.1075,0.002,Axis Mutual Fund,AXISLFA,,2020-12-05
Piramal Finance Limited (05/02/2026) ,INE140A146I7,CRISIL A1+,1000.0,4941.245,0.0013,Axis Mutual Fund,AXISLFA,,2020-12-05
Piramal Finance Limited (16/02/2026) ,INE202B14PB1,CRISIL A1+,1000.0,4931.035,0.0013,Axis Mutual Fund,AXISLFA,,2020-12-05
Sub Total,,,,1572571.9725,0.4273,Axis Mutual Fund,AXISLFA,,2020-12-05
91 Days Tbill (MD 19/02/2026),IN002025X349,Sovereign,130807200.0,129408.4786,0.0352,Axis Mutual Fund,AXISLFA,,2020-12-05
91 Days Tbill (MD 29/01/2026),IN002025X315,Sovereign,95000000.0,94267.835,0.0256,Axis Mutual Fund,AXISLFA,,2020-12-05
91 Days Tbill (MD 15/01/2026),IN002025X299,Sovereign,75000000.0,74570.55,0.0203,Axis Mutual Fund,AXISLFA,,2020-12-05
91 Days Tbill (MD 26/02/2026),IN002025X356,Sovereign,50000000.0,49416.05,0.0134,Axis Mutual Fund,AXISLFA,,2020-12-05
91 Days Tbill (MD 18/12/2025),IN002025X257,Sovereign,15000000.0,14973.99,0.0041,Axis Mutual Fund,AXISLFA,,2020-12-05
91 Days Tbill (MD 02/01/2026),IN002025X273,Sovereign,9000000.0,8965.179,0.0024,Axis Mutual Fund,AXISLFA,,2020-12-05
182 Days Tbill (MD 29/01/2026),IN002025Y180,Sovereign,4500000.0,4465.3185,0.0012,Axis Mutual Fund,AXISLFA,,2020-12-05
91 Days Tbill (MD 11/12/2025),IN002025X240,Sovereign,2500000.0,2498.1975,0.0007,Axis Mutual Fund,AXISLFA,,2020-12-05
Sub Total,,,,378565.5986,0.1029,Axis Mutual Fund,AXISLFA,,2020-12-05
Total,,,,3370923.4791,0.916,Axis Mutual Fund,AXISLFA,,2020-12-05
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,81627.708,9390.502,0.0026,Axis Mutual Fund,AXISLFA,,2020-12-05
Sub Total,,,,9390.502,0.0026,Axis Mutual Fund,AXISLFA,,2020-12-05
Total,,,,9390.502,0.0026,Axis Mutual Fund,AXISLFA,,2020-12-05
Clearing Corporation of India Ltd,,,,122827.3669,0.0334,Axis Mutual Fund,AXISLFA,,2020-12-05
Clearing Corporation of India Ltd,,,,79999.6098,0.0217,Axis Mutual Fund,AXISLFA,,2020-12-05
Clearing Corporation of India Ltd,,,,49999.2388,0.0136,Axis Mutual Fund,AXISLFA,,2020-12-05
Sub Total,,,,252826.2155,0.0687,Axis Mutual Fund,AXISLFA,,2020-12-05
Total,,,,252826.2155,0.0687,Axis Mutual Fund,AXISLFA,,2020-12-05
Net Receivables / (Payables),,,,3388.3978,0.0009,Axis Mutual Fund,AXISLFA,,2020-12-05
GRAND TOTAL,,,,3679970.81,1.0,Axis Mutual Fund,AXISLFA,,2020-12-05
6.48% Government of India (06/10/2035),IN0020250091,,15500000.0,15482.1905,0.2345,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
7.43% Maharashtra State Development Loans (03/12/2040),IN2220250392,,7500000.0,7537.575,0.1142,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
7.34% Government of India (22/04/2064),IN0020240035,,6994700.0,6935.0562,0.105,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
6.9% Government of India (15/04/2065),IN0020250018,,6500000.0,6101.9855,0.0924,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
7.24% Government of India (18/08/2055),IN0020250075,,4500000.0,4472.55,0.0677,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
6.79% Government of India (07/10/2034),IN0020240126,,4114800.0,4176.9582,0.0633,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
7.1% Government of India (08/04/2034),IN0020240019,,3500000.0,3621.6355,0.0549,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
7.09% Government of India (25/11/2074),IN0020240142,,3643000.0,3482.7189,0.0527,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
7.44% Madhya Pradesh State Development Loans (03/12/2038),IN2120250260,,2500000.0,2516.2725,0.0381,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
7.09% Government of India (05/08/2054),IN0020240118,,2500000.0,2435.805,0.0369,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
7.94% Haryana State Development Loans (29/06/2034),IN1620220120,,1500000.0,1567.137,0.0237,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
7.49% Haryana State Development Loans (27/03/2035),IN1620230426,,1483000.0,1509.1052,0.0229,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
6.33% Government of India (05/05/2035),IN0020250026,,1200000.0,1184.1852,0.0179,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
7.54% Government of India (23/05/2036),IN0020220029,,500000.0,530.8755,0.008,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
7.46% Government of India (06/11/2073),IN0020230127,,500000.0,505.2645,0.0077,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
6.76% Maharashtra State Development Loans (23/04/2037),IN2220250012,,424800.0,407.8594,0.0062,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
6.68% Government of India (07/07/2040),IN0020250042,,357000.0,350.5622,0.0053,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
7.39% Chhatisgarh State Development Loans (13/03/2033),IN3520230241,,235700.0,238.728,0.0036,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
7.18% Government of India (14/08/2033),IN0020230085,,200000.0,207.5824,0.0031,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
7.05% Andhra Pradesh State Development Loans (01/09/2035),IN1020210234,,200000.0,197.8106,0.003,Axis Mutual Fund,AXISM10,Sovereign,2020-12-05
Sub Total,,,,63461.8574,0.9611,Axis Mutual Fund,AXISM10,,2020-12-05
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISM10,,2020-12-05
Sub Total,,,,,,Axis Mutual Fund,AXISM10,,2020-12-05
Total,,,,63461.8574,0.9611,Axis Mutual Fund,AXISM10,,2020-12-05
Clearing Corporation of India Ltd,,,,7418.507,0.1124,Axis Mutual Fund,AXISM10,,2020-12-05
Sub Total,,,,7418.507,0.1124,Axis Mutual Fund,AXISM10,,2020-12-05
Total,,,,7418.507,0.1124,Axis Mutual Fund,AXISM10,,2020-12-05
Net Receivables / (Payables),,,,-4853.1644,-0.0735,Axis Mutual Fund,AXISM10,,2020-12-05
GRAND TOTAL,,,,66027.2,1.0,Axis Mutual Fund,AXISM10,,2020-12-05
Interest Rate Swaps Pay Floating Receive Fix -IDFC BANK (06/11/2026) (FV 25000 Lacs),,,,7.625,0.0,Axis Mutual Fund,AXISMMF,,2020-12-05
Interest Rate Swaps Pay Floating Receive Fix -BARC (06/11/2026) (FV 25000 Lacs),,,,7.625,0.0,Axis Mutual Fund,AXISMMF,,2020-12-05
Sub Total,,,,7.625,0.0,Axis Mutual Fund,AXISMMF,,2020-12-05
Total,,,,7.625,0.0,Axis Mutual Fund,AXISMMF,,2020-12-05
7.42% West Bengal State Development Loans (09/11/2026),IN3420160092,Sovereign,10685400.0,10847.038,0.0045,Axis Mutual Fund,AXISMMF,,2020-12-05
6.90% Government of India (04/02/2026),IN0020089069,Sovereign,9500000.0,9517.1855,0.0039,Axis Mutual Fund,AXISMMF,,2020-12-05
8.08% Maharastra State Development Loans(15/06/2026),IN2220160013,Sovereign,7745000.0,7839.9692,0.0032,Axis Mutual Fund,AXISMMF,,2020-12-05
8.07% Rajasthan State Development Loans (15/06/2026),IN2920160032,Sovereign,7500000.0,7590.63,0.0031,Axis Mutual Fund,AXISMMF,,2020-12-05
8.69% Tamilnadu State Development Loans (24/02/2026),IN3120150203,Sovereign,6500000.0,6541.6,0.0027,Axis Mutual Fund,AXISMMF,,2020-12-05
8.83% Uttar Pradesh State Development Loans (24/02/2026),IN3320150383,Sovereign,3500000.0,3522.932,0.0014,Axis Mutual Fund,AXISMMF,,2020-12-05
8.23% Chhatisgarh State Development Loans (09/12/2025),IN3520150035,Sovereign,1000000.0,1000.217,0.0004,Axis Mutual Fund,AXISMMF,,2020-12-05
8.38% Tamil Nadu State Development Loans (27/01/2026),IN3120150187,Sovereign,800000.0,803.0992,0.0003,Axis Mutual Fund,AXISMMF,,2020-12-05
8.60% Bihar State Development Loans (09/03/2026),IN1320150056,Sovereign,500000.0,503.7545,0.0002,Axis Mutual Fund,AXISMMF,,2020-12-05
Sub Total,,,,48166.4254,0.0198,Axis Mutual Fund,AXISMMF,,2020-12-05
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISMMF,,2020-12-05
Sub Total,,,,,,Axis Mutual Fund,AXISMMF,,2020-12-05
Total,,,,48166.4254,0.0198,Axis Mutual Fund,AXISMMF,,2020-12-05
National Bank For Agriculture and Rural Development (25/03/2026) ,INE261F16AA7,CRISIL A1+,17000.0,83500.685,0.0344,Axis Mutual Fund,AXISMMF,,2020-12-05
HDFC Bank Limited (19/05/2026) ,INE040A16GW7,CARE A1+,12500.0,60787.5,0.025,Axis Mutual Fund,AXISMMF,,2020-12-05
Punjab National Bank (25/03/2026) ,INE160A16RP4,CRISIL A1+,11600.0,56982.448,0.0234,Axis Mutual Fund,AXISMMF,,2020-12-05
Small Industries Dev Bank of India (27/02/2026),INE556F16BB6,CARE A1+,11000.0,54265.09,0.0223,Axis Mutual Fund,AXISMMF,,2020-12-05
Bank of India (10/03/2026) ,INE084A16EK5,CRISIL A1+,10000.0,49237.3,0.0203,Axis Mutual Fund,AXISMMF,,2020-12-05
HDFC Bank Limited (02/04/2026) ,INE040A16HC7,CARE A1+,10000.0,49014.9,0.0202,Axis Mutual Fund,AXISMMF,,2020-12-05
Bank of Baroda (15/05/2026) ,INE028A16KJ1,CARE A1+,10000.0,48668.75,0.02,Axis Mutual Fund,AXISMMF,,2020-12-05
HDFC Bank Limited (04/06/2026) ,INE040A16HT1,CARE A1+,10000.0,48500.35,0.02,Axis Mutual Fund,AXISMMF,,2020-12-05
Small Industries Dev Bank of India (13/10/2026) ,INE556F16BL5,CARE A1+,10000.0,47387.6,0.0195,Axis Mutual Fund,AXISMMF,,2020-12-05
Canara Bank (15/05/2026) ,INE476A16E79,CRISIL A1+,9500.0,46234.315,0.019,Axis Mutual Fund,AXISMMF,,2020-12-05
Canara Bank (12/03/2026) ,INE476A16B23,CRISIL A1+,8000.0,39380.6,0.0162,Axis Mutual Fund,AXISMMF,,2020-12-05
Canara Bank (12/06/2026) ,INE476A16E20,CRISIL A1+,8000.0,38753.48,0.0159,Axis Mutual Fund,AXISMMF,,2020-12-05
IDFC First Bank Limited (09/06/2026) ,INE092T16YR1,CRISIL A1+,8000.0,38747.04,0.0159,Axis Mutual Fund,AXISMMF,,2020-12-05
Indian Bank (12/03/2026) ,INE562A16OI3,CRISIL A1+,7500.0,36919.3125,0.0152,Axis Mutual Fund,AXISMMF,,2020-12-05
Punjab National Bank (18/03/2026),INE160A16RK5,CARE A1+,7500.0,36883.65,0.0152,Axis Mutual Fund,AXISMMF,,2020-12-05
IndusInd Bank Limited (20/01/2026) ,INE095A16X93,CRISIL A1+,7000.0,34738.34,0.0143,Axis Mutual Fund,AXISMMF,,2020-12-05
Union Bank of India (15/05/2026) ,INE692A16KC9,IND A1+,7000.0,34064.485,0.014,Axis Mutual Fund,AXISMMF,,2020-12-05
Kotak Mahindra Bank Limited (18/05/2026) ,INE237AD6059,CRISIL A1+,7000.0,34054.09,0.014,Axis Mutual Fund,AXISMMF,,2020-12-05
Union Bank of India (20/05/2026) ,INE692A16KF2,IND A1+,7000.0,34036.065,0.014,Axis Mutual Fund,AXISMMF,,2020-12-05
IDFC First Bank Limited (27/02/2026) ,INE092T16YX9,CRISIL A1+,6000.0,29594.55,0.0122,Axis Mutual Fund,AXISMMF,,2020-12-05
Bank of Baroda (11/03/2026) ,INE028A16HZ3,IND A1+,6000.0,29541.0,0.0122,Axis Mutual Fund,AXISMMF,,2020-12-05
HDFC Bank Limited (24/03/2026) ,INE040A16GS5,CRISIL A1+,6000.0,29478.18,0.0121,Axis Mutual Fund,AXISMMF,,2020-12-05
Bank of Baroda (24/02/2026),INE028A16JJ3,IND A1+,5500.0,27148.055,0.0112,Axis Mutual Fund,AXISMMF,,2020-12-05
Kotak Mahindra Bank Limited (18/02/2026) ,INE237A165Z5,CRISIL A1+,5000.0,24704.5,0.0102,Axis Mutual Fund,AXISMMF,,2020-12-05
Small Industries Dev Bank of India (20/05/2026) ,INE556F16BI1,CRISIL A1+,5000.0,24312.275,0.01,Axis Mutual Fund,AXISMMF,,2020-12-05
IndusInd Bank Limited (15/05/2026) ,INE095A160C6,CRISIL A1+,5000.0,24309.475,0.01,Axis Mutual Fund,AXISMMF,,2020-12-05
Kotak Mahindra Bank Limited (31/08/2026) ,INE237AD6075,CRISIL A1+,5000.0,23893.025,0.0098,Axis Mutual Fund,AXISMMF,,2020-12-05
Indian Bank (30/10/2026) ,INE562A16PU5,CRISIL A1+,5000.0,23636.375,0.0097,Axis Mutual Fund,AXISMMF,,2020-12-05
Canara Bank (27/02/2026),INE476A16D96,CRISIL A1+,4000.0,19733.9,0.0081,Axis Mutual Fund,AXISMMF,,2020-12-05
Small Industries Dev Bank of India (11/03/2026) ,INE556F16BD2,CARE A1+,4000.0,19692.74,0.0081,Axis Mutual Fund,AXISMMF,,2020-12-05
National Bank For Agriculture and Rural Development (13/03/2026) ,INE261F16983,CRISIL A1+,4000.0,19685.34,0.0081,Axis Mutual Fund,AXISMMF,,2020-12-05
Bank of Baroda (06/04/2026) ,INE028A16JG9,IND A1+,4000.0,19594.66,0.0081,Axis Mutual Fund,AXISMMF,,2020-12-05
Small Industries Dev Bank of India (27/10/2026) ,INE556F16BN1,CARE A1+,4000.0,18910.56,0.0078,Axis Mutual Fund,AXISMMF,,2020-12-05
IDBI Bank Limited (23/02/2026) ,INE008A16X99,CRISIL A1+,3000.0,14807.235,0.0061,Axis Mutual Fund,AXISMMF,,2020-12-05
National Bank For Agriculture and Rural Development (27/02/2026),INE261F16967,CRISIL A1+,3000.0,14799.765,0.0061,Axis Mutual Fund,AXISMMF,,2020-12-05
National Bank For Agriculture and Rural Development (10/03/2026) ,INE261F16975,IND A1+,3000.0,14771.19,0.0061,Axis Mutual Fund,AXISMMF,,2020-12-05
Indian Bank (30/04/2026) ,INE562A16PQ3,CRISIL A1+,3000.0,14638.155,0.006,Axis Mutual Fund,AXISMMF,,2020-12-05
HDFC Bank Limited (13/11/2026) ,INE040A16HW5,CARE A1+,3000.0,14143.26,0.0058,Axis Mutual Fund,AXISMMF,,2020-12-05
Small Industries Dev Bank of India (06/11/2026),INE556F16BQ4,CARE A1+,2900.0,13687.217,0.0056,Axis Mutual Fund,AXISMMF,,2020-12-05
Bank of Baroda (13/03/2026) ,INE028A16IC0,IND A1+,2500.0,12304.7875,0.0051,Axis Mutual Fund,AXISMMF,,2020-12-05
Canara Bank (18/03/2026) ,INE476A16B64,CRISIL A1+,2500.0,12295.7125,0.0051,Axis Mutual Fund,AXISMMF,,2020-12-05
Union Bank of India (20/02/2026) ,INE692A16IU5,IND A1+,2000.0,9878.04,0.0041,Axis Mutual Fund,AXISMMF,,2020-12-05
The Federal Bank Limited (20/02/2026) ,INE171A16MU2,CRISIL A1+,2000.0,9876.21,0.0041,Axis Mutual Fund,AXISMMF,,2020-12-05
HDFC Bank Limited (12/03/2026) ,INE040A16GN6,CRISIL A1+,2000.0,9845.03,0.0041,Axis Mutual Fund,AXISMMF,,2020-12-05
Bank of Baroda (20/05/2026) ,INE028A16JZ9,IND A1+,2000.0,9725.66,0.004,Axis Mutual Fund,AXISMMF,,2020-12-05
Bank of Baroda (25/05/2026) ,INE028A16JR6,IND A1+,2000.0,9717.58,0.004,Axis Mutual Fund,AXISMMF,,2020-12-05
Canara Bank (29/05/2026) ,INE476A16F03,CRISIL A1+,2000.0,9710.9,0.004,Axis Mutual Fund,AXISMMF,,2020-12-05
Union Bank of India (01/06/2026) ,INE692A16KH8,IND A1+,2000.0,9705.15,0.004,Axis Mutual Fund,AXISMMF,,2020-12-05
Small Industries Dev Bank of India (04/12/2026) ,INE556F16BS0,CARE A1+,2000.0,9395.45,0.0039,Axis Mutual Fund,AXISMMF,,2020-12-05
Kotak Mahindra Bank Limited (15/01/2026) ,INE237A162Z2,CRISIL A1+,1600.0,7948.176,0.0033,Axis Mutual Fund,AXISMMF,,2020-12-05
National Bank For Agriculture and Rural Development (23/01/2026) ,INE261F16918,CRISIL A1+,1500.0,7440.75,0.0031,Axis Mutual Fund,AXISMMF,,2020-12-05
Small Industries Dev Bank of India (17/03/2026) ,INE556F16BE0,CRISIL A1+,1500.0,7377.8625,0.003,Axis Mutual Fund,AXISMMF,,2020-12-05
Small Industries Dev Bank of India (05/05/2026) ,INE556F16BH3,CRISIL A1+,1500.0,7311.9675,0.003,Axis Mutual Fund,AXISMMF,,2020-12-05
Bank of Baroda (16/09/2026) ,INE028A16KC6,IND A1+,1500.0,7147.4175,0.0029,Axis Mutual Fund,AXISMMF,,2020-12-05
Bank of Baroda (06/03/2026),INE028A16HW0,CRISIL A1+,1100.0,5421.3445,0.0022,Axis Mutual Fund,AXISMMF,,2020-12-05
Small Industries Dev Bank of India (06/03/2026) ,INE556F16BC4,CRISIL A1+,1000.0,4928.185,0.002,Axis Mutual Fund,AXISMMF,,2020-12-05
Kotak Mahindra Bank Limited (13/03/2026) ,INE237A167Z1,CRISIL A1+,1000.0,4922.105,0.002,Axis Mutual Fund,AXISMMF,,2020-12-05
Indian Bank (06/05/2026) ,INE562A16OS2,CRISIL A1+,1000.0,4874.47,0.002,Axis Mutual Fund,AXISMMF,,2020-12-05
Canara Bank (21/01/2026) ,INE476A16A08,CRISIL A1+,500.0,2481.27,0.001,Axis Mutual Fund,AXISMMF,,2020-12-05
Canara Bank (27/01/2026) ,INE476A16E12,CRISIL A1+,500.0,2478.8475,0.001,Axis Mutual Fund,AXISMMF,,2020-12-05
Small Industries Dev Bank of India (06/02/2026),INE556F16BA8,CARE A1+,500.0,2474.155,0.001,Axis Mutual Fund,AXISMMF,,2020-12-05
HDFC Bank Limited (25/08/2026) ,INE040A16HO2,CRISIL A1+,500.0,2390.575,0.001,Axis Mutual Fund,AXISMMF,,2020-12-05
Canara Bank (12/12/2025) ,INE476A16ZQ5,CRISIL A1+,200.0,999.053,0.0004,Axis Mutual Fund,AXISMMF,,2020-12-05
Punjab National Bank (08/01/2026) ,INE160A16QT8,CRISIL A1+,100.0,497.319,0.0002,Axis Mutual Fund,AXISMMF,,2020-12-05
